Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Preperfection (Hy.015)|Pure Line Seeds.|Pure Line Seeds.|primarily double, 2.5', blunt pods; medium small, green wrinkled seed, determinate.|Canning Perfection.|United States and England. Pure Line. 1966.|fusarium race 1.|
Preston (XPF235)|Asgrow.|Asgrow.|main season freezer pea with wide adaptability, good yield.|Quantum. 1994.||fusarium wilt race 1, pea leaf roll virus.|
Pretty|Burpee.|Burpee.|purple podded snow pea; 65 days; 6-7 peas per pod, fragrant flowers.||||
Princess (PS 433)|WECO.|Ellis.|round, smooth, dark green, excellent split pea color and quality, color superior in uniformity than Scotch Green.|Scotch Green. 1984.||bleaching, fusarium wilt race 1, 2.|
Prism|Seminis Vegetable Seeds. PVP 9700032.|Seminis Vegetable Seeds. PVP 9700032.|||||
Profit Maker|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|garden cultivar, robust 20' vine, pod 5', dark, pointed; seed large, green wrinkled; obsolete. Rogers Brothers Seed Company Catalog, 1937.||||
Pronto (XPC205)|Asgrow.|Asgrow.|name changed from Start; early, good yield, canner.|Dawn. PVP. 1990.||fusarium wilt race 1.|
Prospector|A.G. Gustafson, Seedsman. PVP 7500040.|A.G. Gustafson, Seedsman. PVP 7500040.|||||
Proto IV|Wilbur-Ellis Co. PVP 8000001.|Wilbur-Ellis Co. PVP 8000001.|||||
Puget (M-10)|W. Brotherton Seed Co.|W. Brotherton Seed Co.|multi-podded and high yielding.|Dark Skin Perfection. W. Brothertons Crop Seed Pea Cultivar Descriptions, 1967. 1967.||fusarium wilt.|DSP x Multiple parent/New Era-DSP 70.
Puncher (RS 8500647)|Rene Beussen.|Seminis-Royal Sluis.|snow pea with slightly darker pod, strong plant, good yield.|Mammoth Melting.|California and Guatemala. 2000.||open pollinated.
Quad|Crites-Moscow Growers, Inc. PVP 9100016.|Crites-Moscow Growers, Inc. PVP 9100016.|||||
Quantum (XPF210)|Asgrow.|Asgrow.|high yielding late freezer.|Rigo. PVP. 1989.||fusarium wilt race 1, powdery mildew (SPR).|
Quest|Novartis Seeds, Inc. PVP 8800088 (7/31/90).|Novartis Seeds, Inc. PVP 8800088 (7/31/90).|||||
Quincy|W. Brotherton Seed Company, Inc. PVP 7800037.|W. Brotherton Seed Company, Inc. PVP 7800037.|||||
Rainier|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|later maturing Thomas Laxton.|Thomas Laxton. 1952.||fusarium wilt.|Shasta x Miracle.
Rally (XP C60)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, second early, small sieve canner; short, determinate, double podded, high seed count per pod.|Dart.|general. 1975.|fusarium race 1.|Wisconsin 715 x Nugget.
Rampart (XPF 151)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, late, high yielding small sieve freezer pea with an afila plant type.|Ivy.|all pea areas. PVP 8400107. 1985.|fusarium wilt race 1.|
Ranger (37)|Gallatin Valley Seed Co.|Gallatin Valley Seed Co.|high quality, large berried canner.|Perfected Wales.|to all pea areas. 1941.|common wilt.|
Rebel|Crites-Moscow Growers, Inc. PVP 7700047.|Crites-Moscow Growers, Inc. PVP 7700047.|||||
Reco|NESTEC S.A. PVP 8900106.|NESTEC S.A. PVP 8900106.|||||
Recruit|Pure Line Seeds, Inc. PVP 9900269.|Pure Line Seeds, Inc. PVP 9900269.|||||
Regal 36|Crites-Moscow Growers, Inc. PVP 8000003.|Crites-Moscow Growers, Inc. PVP 8000003.|||||
Regent (XP F3008)|Asgrow Seed Co.|Asgrow Seed Co.|freezer, small sieve, about two days earlier than Dark Skin Perfection.|Unique.|general. 1975.||Coronet x 61180.
Renown (XPF267)|Asgrow.|Asgrow.|high yielding midseason freezer with good quality.|Bolero. 1992.||fusarium wilt race 1, 2; downy mildew.|
Resistant Early Perfection 326|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|fusarium wilt resistant.|Perfection. 1947.|||Kay x Perfection x Pride.
Resistant Thomas Laxton 251|Rogers Brothers Seed Company, Idaho Falls, Idaho.|Rogers Brothers Seed Company, Idaho Falls, Idaho.|popular freezer pea.|Thomas Laxton. Canner, January. 1946.||fusarium wilt, tolerance to root rot.|Thomas Laxton x Wilt Resistant Worlds Record (sister line to Freezonian).
Reva|Seminis Vegetable Seeds. PVP 7700071.|Seminis Vegetable Seeds. PVP 7700071.|||||
Revolution (FR80-1789-1)|J.Morris.|Rogers Brothers.|revolution is a freezing type cultivar that is about one day earlier maturing than the cultivar Sparkle and has a smaller berry size and darker color; an early, medium-small sieve cultivar.|Sparkle. PVP. 1990.||fusarium wilt race 1.|
Richmond (SVC14936)|Svalof.|Svalof.|maturity early, one-two days earlier than Express with equal yield.|Express. 1992.|||
Rigo (XP F86)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, high yielding, full maturity freezer.|Dark Skin Perfection.|wide. PVP 7700086. 1977.|fusarium wilt.|
Ripon|Novartis Seeds, Inc. PVP 9800170.|Novartis Seeds, Inc. PVP 9800170.|||||
Rocket (7)|Gallatin Valley Seed Co.|Gallatin Valley Seed Co.|small berried, early, sweet type canner.|Alsweet 4683.|all pea areas. 1945.|common wilt.|
Rogers Resistant Famous|Rogers Brothers Seed Company, Idaho Falls, Idaho.|Rogers Brothers Seed Company, Idaho Falls, Idaho.|Perfection canner type, high yielding, medium small berry.|Perfection.|wide. Canner, 3 February 1945.|fusarium wilt.|Famous x Wisconsin Perfection.
Round Podded Sugar||Eastern States Farmers Exchange, West Springfield, Massachusetts.|2.5-3' edible, round, juicy pod.|||fusarium wilt. E.S. Catalog, 1958.|selection from Early White Sugar 40.
Saber (XPC 136)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, late maturing canner with small sieve size, high yields.|Nugget.|all canning Pea areas. 1985.|fusarium wilt race 1; moderate to pea leaf roll virus.|
Sagittarius|Morrison Brothers Seed Co. PVP 7600026.|Morrison Brothers Seed Co. PVP 7600026.|||||
Salvo (Canner 488)|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|open pollinated, determinate late maturing canner cultivar, very small sieve size; pods borne in multiples of two to five per node.|Mini.|wide. 1980.|fusarium race 1.|
Samish|Crites-Moscow Growers, Inc. PVP 9500023.|Crites-Moscow Growers, Inc. PVP 9500023.|||||
Sancho|Sharpes International Seeds Ltd. PVP 9500086.|Sharpes International Seeds Ltd. PVP 9500086.|||||
Saturn (Note|Rogers Brothers Seed Co.||small sieve, late Alaska but with more indeterminate vine type and five to seven days later than regular Alaska.|Alaska. 1965.||common wilt.|single plant selection from Late Alaska known formerly as Small Sieve Late Alaska.
Scamp|Pure Line Seeds, Inc. PVP 8900066.|Pure Line Seeds, Inc. PVP 8900066.|||||
Scepter (Nun1844)|Nunhems.|Nunhems.|full season canner, 14-15 nodes to first bloom, 3.9 sieve size.|||common wilt, fusarium, root rot, powdery mildew. PVP. 1992.|
Selkirk (Laxall)|Division of Hort., Central Expt. Farm., Ottawa, Ontario, Canada.|T and T Seeds, Winnipeg.|withstands dry conditions very well, home garden cultivar for western conditions.||north central United States and Canada.|root rot.|Laxton Progress x Earliest of All.
Selway (Freezer 02-85)|Pure Line Seeds.|Pure Line Seeds.|primarily double, 3.5', blunt pod, determinate, medium-sized green seed; more double podded an determinate than Freezer 69.||general. England PGR, 1969.|fusarium.|
Sentry|Pure Line Seeds, Inc. PVP 8900067.|Pure Line Seeds, Inc. PVP 8900067.|||||
Sherwood (XP 08500564)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|early Dark Green Large Wrinkled (DLW) pea type with a normal plant type; sieve size distribution measured at tendrometer 105: < 8.25 mm: 10%; 8.25 mm - 8.75 mm: 15%; 8.75 mm - 9.25 mm: 30%; 9.25 mm - 10.25 mm: 30%; > 10.25 mm: 15%; average sieve size = 3.25); first flowering node: 9.|Spring.|NAFTA. 2003.|bean yellow mosaic virus, downy mildew, Fusarium wilt (race 1).|open pollinated.
Shield (XPC209)|Asgrow.|Asgrow.|midseason canner.|Pomak. PVP. 1989.||powdery mildew (ER), fusarium wilt race 1.|
Shoshone|Rogers Brothers Seed Company, Idaho Falls, Idaho.|Rogers Brothers Seed Company, Idaho Falls, Idaho.|large berry, midseason canning type.||wide. Canning Trade, 5 January. 1948.|fusarium wilt.|Pride x Wisconsin Perfection.
Signal|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|late; dwarf; Profusion type.|Profusion. 1943.||fusarium wilt.|Perfection x 58.
Signet (XP 324-7l)|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|very high yielding, freezer type, same season as Viking or Jade; berry size comparable to Dark Skin Perfection.||same areas as other midseason freezers. Asgrow, Your Crops, Vol. 10, no.2. Fall, 1962.|fusarium wilt.|
Sirod|Gallatin Valley Seed Co. PVP 7300019 (withdrawn).|Gallatin Valley Seed Co. PVP 7300019 (withdrawn).|||||
Skagit (W-34)|W. Brotherton Seed Co.|W. Brotherton Seed Co.||Multifreezer 410.||fusarium wilt. W. Brothertons Crop Pea Seed Cultivar Desc., 1967. 1968.|Horal x Early Perf/DSP x Multifreezer 37.
Small Late Canner|W. Brotherton Seed Company, Moses Lake, Washington.||late, small sieve size, canner color.|Horal.|Europe. 1953.|fusarium wilt.|
Small Sieve Alaska-M163|Washburn Wilson Seed Company|W. Brotherton Seed Co.|small sieve Alaska.|||fusarium. W. Brotherton Seed Company List. 1960.|
Small Sieve Alsweet|Morrison Brothers Seed Co. PVP 7300008.|Morrison Brothers Seed Co. PVP 7300008.|||||
Small Sieve Freeze|Rogers Brothers Seed Company, Idaho Falls, Idaho.|Rogers Brothers Seed Company, Idaho Falls, Idaho.||Perfected Freezer. Rogers Catalog, 1956.||fusarium wilt.|Navajo x Famous.
Small Sieve Perfection A|W. Brotherton Seed Co.|W. Brotherton Seed Co.||||fusarium. W. Brotherton Seed Company List, 1952.|selection Stewart Perfection.
Snake|Crites-Moscow Growers, Inc. PVP 9400066.|Crites-Moscow Growers, Inc. PVP 9400066.|||||
Snapie|W.H. Perron.|W.H. Perron.|short vine, medium pods, mid-season maturity, stringy.||||
Snappy|W. Atlee Burpee Seed Co.|W. Atlee Burpee Seed Co.|tall vine, large pods, stringy.|||powdery mildew. PVP 8500128. 1986.|
Snow Princess|Burpee.|Burpee.|stringless snow pea.||||
Snowbird (NR1415)|Sluis and Groot, the Netherlands.|Sluis and Groot, the Netherlands.|open pollinated, very early edible pod or snow pea, dwarf plants, highly double podded with 3' pods.|Dwarf White Sugar.|wide.||
Snowflake (EP 80-278)|Morris.|Rogers Brothers.|flat podded sugar pea type with determinate perfection type vine, is double podded.|Oregon Sugar Pod. 1983.||fusarium wilt race 1, powdery mildew.|
Solution (XP 8504178)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|early full season afila type with medium large sieve size; pod has blunt tip; 8-9 berries per pod; vine is about 55 cm long; good color and quality on a short, productive plant.|Aladdin, Ripon.|North America. PVP Pending #200200028. 2001.|fusarium wilt races 1, 2, bean yellow mosaic virus strain pea.|open pollinated.
Sounder (Freezer 76-110)|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|open pollinated, late maturing freezing cultivar with medium sieve size, determinate vine and pod set, pods are borne two and three per node; long, well filled pods typically ensure an excellent yield.|Puget.|wide. 1980.|fusarium races 1, 5, and 6 and powdery mildew.|using Washington State University line H1008.
SP6|Novartis Seeds, Inc. PVP 9600264.|Novartis Seeds, Inc. PVP 9600264.|||||
SP18|Novartis Seeds, Inc. PVP 9600263.|Novartis Seeds, Inc. PVP 9600263.|||||
SP145-1-1|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|medium vine, large pods, late maturity, stringy.|||powdery mildew, tolerance to BLRV. 1983.|
SP363-1-1-5-1|Novartis Seeds, Inc. PVP 9400054.|Novartis Seeds, Inc. PVP 9400054.|||||
SP496-1-2-3|Novartis Seeds, Inc. PVP 9700412.|Novartis Seeds, Inc. PVP 9700412.|||||
SP496-2-2|Novartis Seeds, Inc.|Novartis Seeds, Inc.|short vine, medium pods, full season maturity, stringless.|||powdery mildew. PVP 9900214. 1998.|
SP704-3-8|Novartis Seeds, Inc. PVP 9400056.|Novartis Seeds, Inc. PVP 9400056.|||||
SP847-2 EP9009|Novartis Seeds, Inc. PVP 9900429.|Novartis Seeds, Inc. PVP 9900429.|||||
SP895-3-1|Novartis Seeds, Inc.|Novartis Seeds, Inc.|Afila type, medium vine, medium pods, late season maturity, stringless.|||powdery mildew. PVP 9900406. 1998.|
Span|Crites-Moscow Growers, Inc. PVP 8300177.|Crites-Moscow Growers, Inc. PVP 8300177.|||||
Sparkle|Rogers Brothers Seed Co.||very early, determinate vine, good quality and color; earlier than Thomas Laxton with smaller sieve size.|Early Frosty, but earlier and more determinate.|to the northeastern United States or where early determinate freezer pea is desired. 1965.|common wilt and yellow bean mosaic (BV-2).|(Victory Freezer x Famous) x Perfect Freezer.
Spartan (HP48-11)|P.Moser.|Rogers Brothers.|16-17 node multi-podded freezer cultivar.|Trident. 1989.||fusarium wilt race 1, powdery mildew, pea leaf roll.|
Spirit|Crites-Moscow Growers, Inc. PVP 7605008.|Crites-Moscow Growers, Inc. PVP 7605008.|||||
Spring (XP F27)|Asgrow Seed Co.|Asgrow Seed Co.|early, freezer, dark green berries.|Sprite, but one or more days earlier and longer vine.|general. 1973.|fusarium wilt.|
Springreen|Novartis Seeds, Inc. PVP 9500016.|Novartis Seeds, Inc. PVP 9500016.|||||
Sprite (XP 659)|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|distinct, extra early freezer with short vine; largely double podded starting at ninth or 10th node.||areas of heavy rainfall. Asgrow, Your Crops, Vol. 10, Number 2, Fall, 1962.|fusarium wilt.|
Stampede (XPF 138)|Asgrow.|Asgrow.|an afila type freezer with good yield, midseason maturity, medium sieve size, excellent quality.|Bolero. PVP. 1983.||fusarium wilt race 1.|
Star (Alaska Hybrid 591495)|Rogers Brothers Seed Company, Idaho Falls, Idaho.|Rogers Brothers Seed Company, Idaho Falls, Idaho.|high yielding, double-podded, Alaska class, but with greater determinacy of blooming and vine. Sieve sizes of shelled peas smaller than general Alaskas.|Alaska.|early pea growing areas. 1964.|fusarium wilt.|
Stringless Sugar Snap (SP110-24)|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|short vine, medium pods, late maturity, first cultivar used for processing, stringless.|||powdery mildew, tolerance to BLRV. PVP 8300164. 1984.|
Sugar Ann|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|short vine, small pods, early maturity, stringy. PVP 8100111. 1981.||||
Sugar Bon|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|short vine, early maturity, small pods, stringy.|||powdery mildew, fusarium wilt race 1. PVP 8100122. 1981.|
Sugar Boys (SP173B-3-1)|Novartis Seeds Inc.|Novartis Seeds Inc.|short vine, medium small pods, mid-season maturity, stringless.|||powdery mildew, fusarium wilt race 1, tolerance to PEV, BLRV. 1991.|
Sugar Daddy (SP110-1-2; Sugar Gem in Europe)|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|medium vine, medium size pods, full season maturity, stringless.|||powdery mildew, tolerance to BLRV. 1984.|
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Sugar Gem - see Sugar Daddy.
Sugar King (SP895-4-2-1)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|Afila type, short vine, medium pods, stringless, late maturity.|||powdery mildew. PVP 9900187. 1998.|
Sugar Lace (SP550-1-1-3)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|Afila type, short vine, medium pods, late maturity, stringless.|||powdery mildew, BLRV. PVP 9700414. 1996.|
Sugar Lady (SP496-1-2-3)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|Afila type, short vine, medium pods, full season maturity, stringless.|||powdery mildew. 1996.|
Sugar Mel|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|short vine, medium size pod, mid-season maturity, stringy.|||powdery mildew. PVP 8100112 (12/30/82). 1981.|
Sugar Pearl (SP363-1-1-5-1)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|short vined, afila type, medium small pods, mid-season maturity, stringless.|||powdery mildew, fusarium wilt race 1, tolerance to BLRV. 1996.|
Sugar Pop (SP109-4-8-1)|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|short vine, small pods, early maturity, not heat tolerant, stringless.|||powdery mildew, BLRV. PVP 8700148 (4/30/88). 1987.|
Sugar Prince (SP856-6-5-3)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|short vine, medium pods, mid-season maturity, stringless.|||powdery mildew. PVP 9900216. 1998.|
Sugar Rae|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|short many branched vines, medium size pods, late maturity, stringy.|||powdery mildew. PVP 8100123 (3/24/83). 1981.|
Sugar Snap|Novartis/Gallatin Valley.|Novartis/Gallatin Valley.|tall vine, medium pod, late maturity, excellent flavor; stringy.|||fusarium wilt race 1. PVP 7600061 (4/10/94). 1979.|
Sugar Snow|Burpee.|Burpee.|sweet and completely stringless snow pea; plants are 32' high and produce huge amounts of 4' pods; winter crop in Zones 9-11.||||
Sugar Sprint (SP704-3-8-3-1-4-1)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|short vine, medium pods, early-mid season maturity, stringless.|||powdery mildew. PVP 9900211. 1998.|
Sugar Star (SP110-1-2-7-2)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|medium vine, medium small pods, mid-season maturity, stringless.|||powdery mildew, fusarium wilt race 1, tolerance to BLRV. PVP 9400055. 1996.|
Sugar Stick|Deer Seed Co.|Deer Seed Co.|long, curved pods; stringy. 1935.||||
Sugar Sweet (SP704-3-8-1)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|short vine, medium pods, full season maturity, stringless.|||powdery mildew. 1996.|
Summit|Crites-Moscow Growers, Inc. PVP 8000002.|Crites-Moscow Growers, Inc. PVP 8000002.|||||
Sun Burst|Pure Line Seeds, Inc. PVP 8900068.|Pure Line Seeds, Inc. PVP 8900068.|||||
Sun Valley W.V. 80F (W.V. 80F)|Western Valley Seed Company, Lewiston, Idaho.||berries dark green, relatively small sieve size, medium vine.|Dark Skin Perfection.|same as Dark Green Perfection.|fusarium wilt.|
Sunfire|Pure Line Seeds, Inc. PVP 8500041.|Pure Line Seeds, Inc. PVP 8500041.|||||
Sunrise|Novartis Seeds, Inc. PVP 9500018.|Novartis Seeds, Inc. PVP 9500018.|||||
Sunset (AVX 326)|Sunseeds.|Sunseeds.|open pollinated, early sweet canner with ability to set single, double and triple flowers, pods at the first and second fruiting nodes.|Dane.|all pea growing areas. PVP 830074.||
Sun-Up|Pure Line Seeds, Inc. PVP 8900065.|Pure Line Seeds, Inc. PVP 8900065.|||||
Super Snappy|W. Atlee Burpee Seed Co.|W. Atlee Burpee Seed Co.|medium vine, very large pods, mid-season maturity, stringy.|||powdery mildew. 1993.|
Super Sugar Snap (SP537-8-1)|Rogers Brothers.|Rogers Brothers.|round, straight pods on 5' tall standard leaf vine, pods are stringed, 5/8' wide x 3' long, 66 day maturity.|Sugar snap.||powdery mildew; tolerance to bean leaf roll virus.|
Super SugarMel|Novartis Seeds, Inc. PVP 8300165.|Novartis Seeds, Inc. PVP 8300165.|||||
Supersweet|Canada Agric. Expt. Farm, Brandon, Manitoba, Canada.||sweeter flavor than standard cultivars.|Lincoln or Homesteader.|general. 1967.||(Lincoln x Purple Pod) x PI 210665 or Alsweet.
Surpass|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|fusarium resistance, Surprise type.|Surprise. 1940.|||(Surprise x Alcross) x Surprise.
Surprise 60|New York Agric. Expt. Sta., Geneva.|W. Brotherton Seed Co.||Surprise. W. Brotherton Seed Company List. 1962.||fusarium and pea enation mosaic virus.|
Survivor (XP 8504198)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|late season, short vine afila with excellent yield potential and consistency, resistance to multiple races of Fusarium wilt, dark green large wrinkled seeds.|Genie, Lazor.|processor, North America. 2002.|fusarium wilt races 1, 2, 5, 6.|open pollinated.
Sussex|W. Brotherton Seed Company, Inc. PVP 7800038.|W. Brotherton Seed Company, Inc. PVP 7800038.|||||
Sweet Ann (XP 08590485)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|sweet, smooth, stringless pods of 70-75 mm in length, 11-12 mm breadth, about 5 mm of curvature with pointed ends, mid season maturity, first blooms at the 14-15th node; medium green, shiny pods are uniformly set on a short plant that is well suited for mechanical harvest (with a bean harvester).|Sugar Sprint, Sugar Prince.|NAFTA. 2003.|downy mildew, powdery mildew, Fusarium wilt (race 1), bean yellow mosaic virus.|open pollinated.
Sweet Dreams||Burpee.|bicolor tall, climbing.||||
Sweet Princess|Burpee.|Burpee.|stringless snow pea.||||
Sweet Royal|Burpee.|Burpee.|||||
Sweet Snap|Musser Seed Co.|Musser Seed Co.|medium tall vine, small pods, early maturity, round yellow seed, stringy.|||powdery mildew, BYMV. 1982.|selection from Round Podded Sugar.
Sweeto (XPC299)|Asgrow.||small sieve early maturity canner high yield.|Denier. 1995.||fusarium wilt race 1.|
Swinger|Crites-Moscow Growers, Inc. PVP 7500044.|Crites-Moscow Growers, Inc. PVP 7500044.|||||
Sybo (XP C3002)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, plant shorter than Nugget and quality better.|Nugget.|pea growing regions of United States and Europe. 1977.|high tolerance to Pythium.|Line 3 x M61180.
Tacoma (XPF266)|Asgrow.|Asgrow.|midseason maturity afila, medium yield, good plant type.|Trek, Novella 2. 1993.||fusarium wilt race 1, powdery mildew; tolerance to bean leaf roll virus.|
Tahoe|Pure Line Seeds, Inc. PVP 7900099.|Pure Line Seeds, Inc. PVP 7900099.|||||
Talbot (XPF290)|Asgrow.|Asgrow.|one day later than Spring in maturity, smaller sieve, high yield for the maturity range.|Epic, Misty. 1993.||fusarium wilt race 1.|
Talon (XPF227)|Asgrow.|Asgrow.|very small sieve size; freezer color; good yield.|Citadel. 1991.||fusarium wilt races 1, 2.|
Target|Rogers Brothers Seed Co.||relatively small sieve size, double podded, uniform setting of pods; early season, determinate vine, early Perfection type.|Wasatch, but more determinate vine and smaller sieve size.|wide. 1966.|fusarium wilt.|
Targhee (NUN1961)|Nunhems.|Nunhems.|excellent berry color early midseason freezer type.|9889 Freezer.||fusarium wilt race 1, 2; tolerance to fusarium root rot.|
Tarma (126 266)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|long pod, slightly curved, indeterminate vine, few branches, hairy foliage, 8-10 berries per pod, 58 days.|Ronds.|home garden.|fusarium wilt race 1, 'er' powdery mildew.|
Tasman (HP255-1-6)|P.Moser.|Rogers Brothers.|17 node, double podded freezer cultivar with a determinate set, multiple disease resistance.|DSP. 1989.||fusarium wilt races 1, 5, 6, powdery mildew, pea leaf roll.|
Taurus|Morrison Brothers Seed Company PVP 7300084.|Morrison Brothers Seed Company PVP 7300084.|||||
Taxi (FR81-217)|J.Morris.|Rogers Brothers.|late maturity (dark skin perfection maturity), 66 cm, determinate vine, with dark green, medium-small sieve size berry, double pods that are pointed with eight-ten peas per pod.|Hurst Green Arrow. 1989.||fusarium wilt race 1, powdery mildew.|
Television||Vilmorin.|green peas, semi dwarf, 75 cm, giving very large dark green twin pods, 13 cm, containing nine-ten peas which are very sweet, semi early very productive. 1955.||||
Tempter (Canner 68-273)|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|open pollinated, midseason, determinate, double podded canning cultivar of medium sieve size.|Canjoy.|wide. 1978.|powdery mildew, fusarium wilt race 1, and pea enation mosaic virus.|(New York State Agric. Expt. Sta. line 42) x (Oregon State University Line B-104).
Teton|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|early midseason.|Thomas Laxton. 1936.||fusarium wilt.|(Thomas Laxton x Progress) x Thomas Laxton.
Thomas Laxton 251|Rogers Brothers Seed Co.|Rogers Brothers Seed Co.|freezer type, 30' vine, pod 3.5', dark green, blunt; large, cream, wrinkled seed.|Freezonian, Thomas Laxton. Rogers Brothers Seed Company Catalog, 1946.||fusarium wilt.|
Thomas Laxton 60|New York Agric. Expt. Sta.|W. Brotherton Seed Co.||||pea enation mosaic virus. W. Brotherton Seed Company List. 1960.|
Thrifigreen|Michael-Leonard and Company, Sioux City, Iowa.|Michael-Leonard and Company, Sioux City, Iowa.|dimpled seed, hardy as Alaska; thin hulls Perfection season.|Perfection.|Central Corn Belt, south. 1953.|heat, draught, most pea diseases.|Greenland x Perfection.
Tiny Tim|Expt. Sta., Morden, Manitoba, Canada.|T and T Seeds, Winnipeg.|plants very dwarf, 9 and 10' tall.||open prairie areas. Mimeo Canada Department of Agric. 1952.|wind damage.|Wisconsin Early Sweet x Engress.
Titania|Hurst, Gunson, Cooper, Taber, U.K. PVP 8200008 (withdrawn).|Hurst, Gunson, Cooper, Taber, U.K. PVP 8200008 (withdrawn).|||||
Tonic|W. Brotherton Seed Co., Inc. PVP 9900081.|W. Brotherton Seed Co., Inc. PVP 9900081.|||||
Tonka (228)|Northrup King Co.|Northrup King Co.|canning type; matures two days earlier than Code 1.|Code 1. 1967.||fusarium wilt.|
Treasure (36)|Gallatin Valley Seed Co.|Gallatin Valley Seed Co.|green seeded, large berried canner type.|Prince of Wales.|wide. 1940.|common wilt.|
Treat (XPF 175)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, small sieve, early to midseason freezer with high yield.|Trend.|pea areas. PVP. 1987.|fusarium wilt race 1.|
Trek (XPF 150)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, afila plant; midseason, medium sieve freezer.||wide. PVP. 1985.|fusarium wilt race 1.|
Trellis Twin (Ottawa 16)|Agric. Canada Res. Branch, Research Station, Harrow. Ontario.|Agric. Canada Res. Branch, Research Station, Harrow. Ontario.|open pollinated, two to three podded trellis pea 40-45' tall, very productive, long harvest period.|Thomas Laxton.|wide. 1980.|tolerance to near wilt and root rot.|
Trend (XP C89)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, medium sized wrinkle pea in the Early Sweet and Dark Skin Perfection class and maturity.|Early Sweet II, Dark Skin Perfection 45.|wide. PVP 7700087. 1977.|fusarium wilt race 1 and near wilt race 2.|
Trident (H351-2-1-1)|Gallatin Valley Seed Co.|Gallatin Valley Seed Co.|multiple pod, concentrated set, uniform sieve size, dark foliage, more compact vine than Dark Skin Perfection.||general.|pea enation mosaic virus, fusarium race 1.|
Trifect (XP F70)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, full season maturity freezer with double and triple pods and improved plant type.|Dark Skin Perfection.|wide. PVP 7700073. 1977.|fusarium wilt; tolerance to one or more races of powdery mildew.|
Trilogy (XP 22096)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|late maturity; normal foliage; large sieve size; freezer type; medium vine length; high yield.|Valverde.|processor mid-Atlantic states U.S., Italy and Spain. 2002.|fusarium wilt race 1, powdery mildew, pea enation mosaic virus.|open pollinated.
Triple Crown (Ottawa 12)|Agric. Canada. Research Branch, Research Sta., Harrow, Ontario.|Agric. Canada. Research Branch, Research Sta., Harrow, Ontario.|open pollinated, processing and garden pea, three to four pods per peduncle.|Perfection W.R.|wide. 1980.|tolerance to root rot, wilt, and near wilt.|
Trojan (XP-EP 376)|Asgrow Seed Co.|Asgrow Seed Co.|high yielding, relatively large sieve canning cultivar.|Resistant Early Perfection 326.|general. 1963.|fusarium wilt.|
