Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
1140|USDA and Idaho Agric. Expt. Stat., Twin Falls, Idaho.||erect semi-viny type, 85 days to maturity.||mountain states. Seed World. 8 Apr. 1960.|BCMV (1 and NY15).|Great Northern 123 x U.S. 5 Pinto.
2B-5-1|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||medium semi-vine habit, dull black seed, resistant to BCMV and rust. 1979.||||La Vega/15R-55//Mex 309 x La Vega 7.
2W-33-2|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||white bean seed and low rusting. 1979.||||Bonita 1*/Bonita/La Vega (Puerto Rico).
AC Alberta Pink (L94C274)|Agri and Agri-Food Research Center, Lethbridge, Alberta, Canada.||high yielding, large pink seed; type IIIb indeterminate growth habit; susceptible to white mold, common blight, halo blight, fusarium yellows, pythium root rot and rhizoctonia root rot. Crop Sci. 39:588, 1999. 1998.||||ISB473/4/NW63/3/Swan Valley/2/Redkloud/Kentwood.
AC Burrito (HR61-1608)|Agric and Agri-Food Canada Research Center, Harrow, Ontario, Canada.||indeterminate short bush growth habit, early maturity, dark brown, irregular variegation on light brown solid background color, shiny lustered pinto seed.|||tolerance to white mold, mod. tolerance to halo blight and brown spot; susceptible to common blight, anthracnose and BCMV; reaction to root rot less than Othello. 1996.|Sierra / Fiesta.
AC Calmont (HR41-923)|Agric. and Agri-Food Canada Research Centre, Harrow, Ontario, Canada.||determinate short bush growth habit, medium to full maturity, Dark red kidney, shiny lustered seed.|||BCMV (1 and NY15 strains) and alpha and delta and alpha Brazil races of anthracnose. 1996.|California Light Red Kidney x Montcalm.
AC Compass (HR70-1774)|Agri and Agri-Food Canada Research Center, Harrow, Ontario, Canada.||semi-determinate short vine with upright plant type, early maturity, white, dull seed coat with oblong navy bean seed.|||BCMV (race 1, 15), susceptible to anthracnose. 1998.|W1285c-42603 / OAC Laser.
AC Darkid (HR31-923)|Agric. and Agri-Food Canada Research Centre, Harrow, Ontario, Canada.||dark red kidney bean seed, medium maturing, acceptable canning quality.|||BCMV 1 and NY15 strains, and to alpha and alpha Brazilian races of anthracnose. Can. J. Plant Sci. 76:145-146, 1996. 1995.|California Dark Red Kidney/Montcalm.
AC Earlired (L94D186)|Agri and Agri-Food Research Center, Lethbridge, Alberta, Canada.||type IIIb short vine indeterminate growth habit, early maturing, comparable yields to other small red dry beans; susceptible to white mold, common blight, fusarium yellows and pythium root rot; less susceptible to rhizoctonia root rot. Crop Sci. 39:588, 1999. 1998.||||Ember (Novartis) / 5217(Idaho).
AC Elk (HR48-1290)|Agri-Food Canada Research Centre, Harrow, Ontario, Canada.||light red kidney with shiny seed coat, bush determinate growth type, early maturity.|||BCMV race 1 and to alpha and alpha Brazil races of anthracnose. 1996.|Mecosta x MRK44.
AC Hensall (HR43-1582)|Agric. and Agri-Food Canada Research Centre, Harrow, Ontario, Canada.||Navy bean, indeterminate, short vine growth habit, medium early maturing.|||BCMV 1 and NY15 strains, alpha and delta races of anthracnose. 1995.|OAC Rico/4/W1541-1503F2/3/W1336-F2//OAC Seaforth/1667.
AC Litekid (HR24-942)|Agric. and Agri-Food Canada Research Centre, Harrow, Ontario, Canada.||light red kidney bean seed, medium to full season maturity, acceptable cooking and canning quality.|||alpha and alpha Brazilian races of anthracnose, BCMV 1 and NY15 strains. Can. J. Plant Sci. 76:147-148, 1996. 1995.|Ruddy/California Dark Red Kidney.
AC Ole (HR50-1607)|Agric. and Agri-Food Canada Research Centre, Harrow, Ontario, Canada.||pinto bean seed, indeterminate erect growth habit with short vine, medium maturity, acceptable cooking quality.|||BCMV 1 and NY15 strains. 1996.|Sierra x Fiesta.
AC Pintoba (HR55-1608)|Agri and Agri-Food Canada Research Center, Harrow, Ontario, Canada.||short vined indeterminate growth habit; dark brown, irregular variegation on buff-colored solid background with shiny lustered pinto seed.|||BCMV( race 1, 15); susceptible to anthracnose, tolerant to white mold; reaction similar to Othello for halo blight, brown spot, rust and root rot reaction. 1998.|Sierra / Fiesta.
AC Redbond (L94D007)|Agric. and Agri-Food Canada Research Center, Lethbridge, AB, Canada.||type IIb indeterminate growth habit, early maturing, high yielding, small red dry bean well suited to narrow row production.|||moderately susceptible to white mold and rhizoctonia root rot, susceptible to common blight and halo blight, moderately resistant to fusarium yellows. Crop Sci. 40:855, 2000. 1999.|Ember //2 / (NW63 // Redkloud / Kentwood).
AC Skipper (LRS91-1)|Agri and Agri-Food Canada Research Center, Lethbridge, AB, Canada.||determinate short bush Type I growth habit, white, semi-shiny seed coat.|||cortical root rot, pythium and rhizoctonia root rot, bacterial blight and white mold. Crop Sci. 36:207, 1996. 1995.|Redkloud/Kentwood*2/2Swan Valley/4/ Redkloud/Kentwood*2/2/Swan Valley/3/Kentwood.
AC Trident (HR74-1756)|Agri and Agri-Food Canada Research Center, Harrow, Ontario, Canada.||semi-determinate short vine upright plant type; white, dull luster seed coat, medium late maturity.|||BCMV (race 1 and 15), susceptible to anthracnose. 1999.|OAC Gryphon / OAC Laser.
Admiral|Idaho Seed Bean Co., Twin Falls, Idaho.|Idaho Seed Bean Co., Twin Falls, Idaho.|navy bean, type I bush plant habit, intermediate maturity.|||rust halo blight, BCMV (1 and NY15 strains) and curly top virus. 1981.|
Agassiz (D81127B)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|pinto bean, type Ib growth habit, moderately early.|||BCMV. 1993.|
Agate (D77213)|Rogers Bros. Seed Co.|Rogers Bros. Seed Co.|open pollinated, bush pinto.||wide. 1982.|bean rust, BCMV.|Ouray x UI 114.
Agri-I (Lakeland)|Gentec.|Gentec.|Navy bean; not the same as Lakeland green bean.|||BCMV (I gene) and to beta, gamma, delta races of bean anthracnose (Are gene). 1984.|Upland/8/Upland/PI 326418.
Albion (XPB166)|Asgrow Seed Co.|Asgrow Seed Co.|early navy bean with good yield and high quality.|||BCMV. 1987.|
Alpine (MSU#G89003)|Michigan Agric. Exp. Stat. and USDA-ARS.||Great Northern, upright type II growth habit, mid-season.|||rust (Ur-3 gene). Crop Sci. 32:1509-1510, 1992. 1992.|Starlight/P86297.
Amber (677133)|Rogers Bros. Seed Co. Open pollinated.|Rogers Bros. Seed Co. Open pollinated.|open pollinated, bush pinto.||northwestern US. 1982.|BCMV and curly top.|Ouray x UI 111.
Anacaona (L-86020)|CIAS, Ministry of Agriculture, Dominican Republic, University of Nebraska and University of Puerto Rico.||type II indeterminate growth habit, matures in 70 days, small white elliptically shaped seed exceeding yield of Arroyo Loro, well adapted to low and intermediate altitudes.|||rust, BCMV, common blight and web blight. 1998.|L227-1///B-190 /XR235//L183-1.
Anchor (XPB228)|Asgrow.|Asgrow.|dry bean; early maturity with good yield and very good product quality.|Avanti. PVP. 1991.||bean common mosaic virus.|
Apache (ISBBb211)|Idaho Seed Bean Co., Twin Falls, Idaho.|Idaho Seed Bean Co., Twin Falls, Idaho.|Pinto seed, type III plant habit, good seed quality, moderate maturity.||broad. Crop Sci. 29:834-835, 1989. 1995.|38 rust strains (CNC, Ur-3, Ur-6 genes).|Beldak RR-2.
Arapaho (CO80-1744)|Colorado Agric. Exp. Stat.||Pinto bean, moderate upright type II to type III habit, moderate avoidance of white mold infection.|||BCMV type and NY15 strains. Crop Sci. 35:1511-1512, 1995. 1993.|Pinto UI 114/MO19/3/1367-1/N203/Ouray.
Arctic|C. Muehlfeld, Bridgeport, MI.||Navy bean, bush plant habit, early.|||BCMV (strain 1) and halo blight. 1981.|
Aresteuben (Stueben BC6-Arc)|Agric. Canada Research Stat., Harrow, Canada.||short vine type, medium size and yellow eye seed, good cooking quality.|||BCMV NY15, alpha, beta, gamma and delta races of bean anthracnose. 1986.|Stueben 6*/Stueben x PI 32648.
Arroyo Loro (2W-33-2)|Puerto Rico Agric. Exp. Stat. and USDA-ARS.||White bean, type II growth habit.||Puerto Rico, Dominican Republic. Crop Sci. 30:746, 1990. 1979.|BCMV (I gene) and expresses small pustule size to many rust races.|Bonita*1/Bonita/La Vega.
Arroyo Loro Negro (MSU-N-4-11)|CIAS, Ministry of Agriculture, Dominican Republic, University of Nebraska and University of Puerto Rico.||indeterminate, short vine, type II growth habit, matures in 70 days, elliptical opaque black seed.|||rust, web blight and CBB; susceptible to BGMV. 1998.|H-270/XAN223.
Arthur (ND91-076-01)|North Dakota Agricultural Expt. Station, ND State, Fargo, ND.||type IIa extremely erect plant growth, seed is high yielding and slightly larger than navy bean Norstar and earlier than Mayflower.|||lodging, BCMV; good resistance to leafhopper damage and rust with some genetic resistance to white mold. 2000.|N85027/4/81-049-08/82-147-21//Neptune/81-077-06/3/N85007.
Atlas|Stokely-Van Camp Co., Spokane, WA.|Stokely-Van Camp Co., Spokane, WA.|Small, white.||wide. 1968.|certain viruses in Columbia Basin.|
Auburn (D83360)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|light red kidney seed, type Ia growth habit, early maturity, broad adaptation, good canning quality.|||BCMV (I gene) and rust. 1992.|
Aurora (NY 69-6207-02)|New York State College of Agric. and Life Sciences, Cornell Univ., Ithaca, NY.||Small white, similar to California Small White 53 and 59 in seed size and shape, medium early, type IIb growth habit.||wide in US. NY Food and Life Sci. Quart. 6:14-15, 1973. 1973.|rust, BCMV NY15 strain, and halo blight.|Black Turtle Soup/Cornell 49-242.
Avanti (XP-B229)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Navy bean, indeterminate bush, good canning quality.|||BCMV (I gene), moderate resistance to white mold and moderate tolerance to air pollution. 1990.|C20/Seafarer.
Avenger (SVC EXP No. 7991)|Stokely-Van Camp Co.|Stokely-Van Camp Co.|white, small seeded, semi-bush, high quality and yield, medium maturity.||western US.|BCMV (BV1, NY15) and curly top.|
Aztec (MSU#P89430)|Michigan Agric. Exp. Stat. and USDA-ARS.||Pinto bean, upright type II plant habit, early season.|||alpha race of anthracnose. Crop Sci. 32:1509, 1992. 1992.|CO81-12034/P86297.
B-128|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||Dull black seed.|||BCMV and low rusting. 1979.|15R-55/50600 (Costa Rica).
B-190|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||semi-vine plant habit, dull black seed.|||BCMV and rust. 1979.|Mex 309/50600 (Costa Rica).
B-351|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||short semi-vine plant habit, shiny black seed.|||BCMV and low rusting. 1979.|Bonita/Jamapa (Mexico).
Baliff (SVC EXPT No. 3406 BC)|Stokely-Van Camp Co.|Stokely-Van Camp Co.|white, small seeded, semi-bush, high yield, medium maturity.||western US. 1969.|BCMV, curly top, summer death, and bean rust.|
Beluga|Michigan Agricultural Expt. Station, Michigan State, East Lansing, MI.||upright determinate plant growth, large white seed equivalent to white kidney beans, maturity similar to Montcalm.|||I gene to BCMV, immune to rust, susceptible to halo blight, common blight, and Fusarium root rot. Crop Sci. 38:885, 1998. 1998.|BEA / Lassen.
Beryl (D81088)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|Great Northern, type IIIb plant habit, intermediate maturity.|||BCMV (Ibc genes), white mold tolerant. 1987.|
Bigbend (Columbia Red Mexican No. 1)|USDA and Washington State Univ., Prosser.|Washington Bean Dealers.|earlier maturing and shorter vined than UI-34.|UI-34.|western US. 1966.|BCMV (NY15) and other important seed-borne viruses.|Liberino (from Columbia S.A.) x Red Mexican UI-34.
Bill Z (81-13197)|Colorado State University, Fort Collins, CO.||Pinto, type III growth habit.||western states of US. Crop Sci. 29:488, 1989. 1987.|BCMV (type 1 and NY15 strains) and curly top virus.|Pink Gloria/Pinto 3526.
Black Beauty (SVC No. 1012)|Stokely-Van Camp Co., Spokane, WA.|Stokely-Van Camp Co., Spokane, WA.|small, black seeded, vigorous upright bush, high yield and quality, medium maturity, very concentrated set of pods high in plant, does not shatter.|Black Turtle.|western US. 1972.|curly top, BCMV (1 and NY15) and two spotted mite; tolerant to root-rot.|
Black Knight (CU-M90)|Florida, Idaho, Cornell Agricultural Expt. Stations.||black seed coat equivalent size and performance, but better general appearance than Midnight.|||lodging, BCMV, white mold, common blight, halo blight, and a complex of root rots. 1998.|Midnight/6/Midnight/5/Midnight/4/Midnight/3/Midnight //(US1140/Black Turtle Soup I)F3.
Black Magic (MSU#61356)|Michigan Agric. Exp. Stat. and USDA-ARS.||Black bean, type II upright short vine growth.|||BCMV (I gene), rust, beta, gamma, and delta races of anthracnose, and tolerant to oxidant air pollution injury caused by ozone. Crop Sci. 27:363, 1987. 1981.|F3 NEP-2/Black Turtle Soup.
Black Turtle Soup|New York State Agric. Exp. Stat.||Black bean, type III growth habit, late maturity.|||rust and BCMV (1 and NY15 strains).|landrace from South America.
Black Velvet (EX 08520643)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|upright indeterminate habit; processing type; black bean with a nice erect plant and full season maturity (105-110 days); seed size plumper than standard cultivars; canned quality as good or better than that of standard cultivars; yields consistently good.|Midnight.|NAFTA. 2004.|Bean common mosaic virus (I gene), anthracnose (race Alpha).|inbred line.
Blackhawk (MSU#B83302)|Michigan Agric. Exp. Stat. and USDA-ARS.||Black bean, erect type II short vine growth habit.|||BCMV (I gene), anthracnose (Are gene), rust, and tolerant to oxidant air pollution. Crop Sci. 30:744-745, 1990. 1989.|Tuscola/CN49-242//Black Magic/3/Midnight.
Bonita (No. 1632)|Puerto Rico Agric. Expt. Stat., Rio Piedras.|Seed Farms Division, Puerto Rico Agric. Expt. Stat.|very prolific, high protein content.|native white cultivar.|regional in the tropics. 1947.|bean rust.|12-generations selection of native strain.
Bonus|Stokely Van Camp Co., Spokane, WA.|Stokely Van Camp Co., Spokane, WA.|Small white, type III growth habit, moderately late.|||halo blight, BCMV (strain 1), and curly top virus. 1965.|Red Mexican UI 35 selection/Calproof 38.
Borinquen|Puerto Rico Expt. Stat. Rio Piedras.|Seed Farms Division, Puerto Rico Agric. Expt. Stat.|very prolific, good cooking qualities.|native red cultivar.|tropics. 1950.|rust.|10-generation selection of native red bean.
Bos'n|Idaho Seed Bean Co., Twin Falls, Idaho.|Idaho Seed Bean Co., Twin Falls, Idaho.|Navy bean, type I bush plant habit, moderately early.|||halo blight, rust, BCMV (1 and NY strains) and curly top virus. 1981.|
Buckskin (RNK101)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|Pinto bean seed, good seed quality, early maturity, type IIIb plant habit.|||BCMV and moderately tolerant to root rot. 1995.|
Burke (IS-4913-B)|Washington Agric. Research Center and the USDA-ARS.||high-yielding, semi-upright to prostrate type II pinto bean, midseason maturity; tan, cuboid, dark brown mottled seed.|||CTV, BCMV, BCMNV, Ur-6 rust resistance. 1997.|Othello/Sierra.
Buster (XP 8550517)|Seminis Veg. Seeds, Woodland, CA.||exceptional yield, full season maturity.|Vision. 1999.||I gene res. to BCMV, rust.|
C 20 (76706-D6-B)|Michigan Agric. Exp. Stat. and USDA-ARS.||Navy bean; type II upright short vine plant habit; full season.|||BCMV (I gene), rust, beta, gamma, and delta races of anthracnose; field tolerant to ozone pollution and to halo blight, white mold, and root rot; tolerant to Michigan halo blight. Crop Sci. 24:822, 1984. 1982.|Jamapa/Nep-2//W-20/Kentwood.
Cabernet (XP 341)|Seminis Veg. Seeds, Woodland, CA.||dark red kidney, improved harvest quality.|Isles and Red Hawk. 1999.||I gene res. to BCMV.|
Cahone (C277159)|Colorado State Univ. Exp. Stat.||Pinto bean, vine to semi-vine growth habit.|||BCMV (type 1 and NY15 strains). 1981.|(A56244-39/UI 111//A56244-8/3/Yellow Jacket).
Cajun (ROG001)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|small red bean, type IIb growth habit, intermediate maturity.|||BCMV (I gene). 1996.|
California #59|Univ. of California, Davis, California.||Small white bean, type III plant habit, late maturity.|||BCMV (strain 1). 1958.|Small white #7/Small White/Idaho Refugee.
Camelot (D83351)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|Dark red kidney, type IA growth habit, moderately early, good canner.|||BCMV (I gene). 1994.|
Capital (SVC EXP No. 1110)|Stokely-Van Camp Co., Spokane, WA.|Stokely-Van Camp Co., Spokane, WA.|White, small seeded, bush, good quality, high yield, early maturity, very uniform seed size.||western US. 1973.|BCMV (1 and NY15) and curly top.|
Captain|Idaho Seed Bean Co., Twin Falls, Idaho.|Idaho Seed Bean Co., Twin Falls, Idaho.|Navy bean, type II growth habit, intermediate maturity.|||rust, halo blight, BCMV (1 and NY15 strains) and curly top virus. 1981.|
Carbon (536-1BK-3BK)|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||black shiny seed, semi-vine habit, vigorous plant.|||high to soil-borne diseases, rust, and BCMV. 1979.|recurrent selection using as one of the parents a hybrid plant in PI 180760 (Germany).
Cardinal (Cran 0425)|USDA-ARS and Michigan State Univ.||Cranberry, type I growth habit, early maturity, large seed.||Michigan. 1986.|BCMV (I gene).|selections within Cranberry type UI-30.
Carmine (SVC No. 080)|Stokely-Van Camp Co., Spokane, WA.|Stokely-Van Camp Co., Spokane, WA.|Dark-red seed, vigorous bush, medium maturity, high quality, tolerant of moisture and temperature stresses.||midwestern and western US. 1975.|BCMV (1 and NY15), curly top, bacteria brown spot and rust.|derived from combination of selected tester stocks by hybridization.
Chardonnay (XP340)|Seminis Veg. Seeds, Woodland, CA.||light red kidney, bush type plant, good canning quality.|Foxfire. 1999.||I gene res. to BCMV.|
Charlevoix|USDA and Michigan State Univ., East Lansing.||Dark red kidney, plant height 14 to 16 inches, maturity 90 to 95 days, pods 5 to 6 inches, about 5 seeds per pod; earlier by 7 to 10 days than Dark Red Kidney and slightly taller.||Michigan. Mich. Quart. Bul. Summer. 1963.|alpha and beta races of Colletotrichum lindemuthianum.|F6 (Dark Red Kidney x Brazilian Red Kidney).
Chase (PWM2-89-5)|Univ. of Nebraska, Lincoln, NE.||Pinto, type III growth habit, compact with fairly open canopy.||western Nebraska, eastern Colorado, Wyoming, and North Dakota. HortScience 29:44-55, 1994. 1993.|common bacterial blight, halo blight, brown spot, rust (Ur-3 gene), and with moderate avoidance of white mold.|PWM2-84-45/6/Great Northern Nebr. #sel. 27/Tacaragua//GN Nebr. #1 sel. 27/Tacaragua/5/GN Nebr. #1 sel. 27*6/GN Nebr. #1 sel. 27/Pinto UI 111.
Chief (SVC EXP No. 3409)|Stokely-Van Camp Co.|Stokely-Van Camp Co.|White, small seeded, semi-bush, high quality and yield, medium maturity, very uniform seed size and plant type.||western US. 1973.|BCMV (1 and NY15) and curly top.|
Chinook (MSU#K86506)|Michigan Agric. Exp. Stat. and USDA-ARS.||Light red kidney, erect determinate type I growth habit, mid-season maturity.|||BCMV (I and bc-12 genes), rust, and alpha, beta, delta, lambda, and epsilon races of anthracnose. Crop Sci. 32:492-493, 1992. 1991.|CN49242/3*Montcalm//Redkloud.
Chinook 2000 (K94601)|Michigan Agric. Expt. Station and USDA-ARS.||type I upright determinant bush growth habit; large red kidney seed with acceptable canning quality equivalent to Chinook.|||BCMV (I gene), resistance to anthracnose, immune to indigenous rust, tolerant to isolates of halo blight and white mold, susceptible to Fusarium root rot. Crop Sci. 39:293, 1999. 1998.|reselection from within cultivar Chinook.
Chorro (527-1BK-1BK)|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||Pinto, medium-sized seed, high yielding with vigorous vine habit, extensive root system.|||soil-borne diseases, BCMV, rust; moderately resistant to angular leaf spot. 1979.|recurrent selection utilizing a hybrid plant as one source of traits in PI 207198 (Colombia).
CIAS-95 (PC-21-SMA)|CIAS, Ministry of Agriculture, Dominican Republic, University of Nebraska, University of Puerto Rico.||type I determinate bush growth habit, matures in 75-80 days, dark red mottled elliptical seed exceeding the yields of PC-50.|||rust, strain NY-15, susceptible to BGMV, BCMV and BCMV necrotic virus. Crop Sci. 40:857, 2000. 1988.|PC-50/BAT 1274.
Cinnabar (D81125)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|Pinto bean, type IIb, intermediate maturity.|||BCMV. 1993.|
Clipper|Central Experimental Farm, Ottawa, Ontario, Canada.|||||anthracnose, BCMV, common blight, halo blight. Handbook of Cereal Varieties. 1949.|Burbank x Beauty; most nearly resembles navy cultivar, characterized by early maturity and good yield.
Columbia Pinto|USDA Pl. Ind. Stat. and Wash. Agric. Expt. Stat., Prosser, WA.||||western United States. Wash. Agric. Expt. Stat. Circ. 310, June 1957.|curly top, BCMV (1 and NY15) virus and many strains of rust.|U.S. 5 Pinto x Great Northern UI-123 x Pinto UI-78.
Congo Rico (70-R-40-BK-A)|USDA and Agric. Exp. Stat., Univ. of Puerto Rico.||Cranberry-type bean seed, medium height, upright bush habit; lodging resistant, strong well-formed root system, early maturity.||humid tropical climate. 1976.|BCMV.|Selection from PI 199043 (Zaire).
Coulee (Columbia Red Mexican No. 2)|USDA and Washington State Univ., Prosser.|Washington Bean Dealers.|Red Mexican, earlier in maturity and shorter vine than Bigbend.|Bigbend, early Idaho cultivars UI-36 and UI-37.|western US. 1966.|BCMV (NY15), other important seed-borne viruses.|(Red Mexican UI-34 x a Pinto type) x Red Mexican UI-34.
Crestwood (GT0381)|Gentec.|Gentec.|Navy bean.|||white mold and alpha, beta, gamma, delta races of anthracnose. 1986.|Ex Rico 23*3/ExRico 23/PI326418.
Crimson (ROG4505)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|small red bean, type IIa growth habit, intermediate maturity.|||BCMV (I gene). 1993.|
D81126 (D81126)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|Pinto bean, type II to IIIb growth habit, early maturity.|||BCMV. 1991.|
Dolly (XP 8504118)||Seminis Vegetable Seeds-Asgrow.|late maturing, large seed size bush borlotti for the dry seed market that exports to Italy; good yields and seed size makes this cultivar very attractive; good color contrast.|Cran 09, ASI Taylor's, Hooter.|Canada, Michigan. 2002.|BCMV, beet common mosaic.|open pollinated.
Domino (MSU#61380)|Michigan Agric. Exp. Stat. and USDA-ARS.||Black bean, type II upright short vine growth habit.|||BCMV (I gene), rust, gamma race of anthracnose, and tolerant to oxidant air pollution injury. Crop Sci. 27:363, 1987. 1981.|NEP-2/Black Turtle Soup.
Drake (XPB 279)|Asgrow.|Asgrow.|Red kidney; type I growth habit; early maturity, excellent canning quality.|Charlevoix dark red kidney. 1993.||BCMV (I gene).|Charlevoix/Dark Red Kidney breeding line.
DRK 57 (Sapatsika)|Chitedze Agricultural Research Stn., Malawi.||erect, semi-determinate, matures in 90 days, red large kidney seeds that grow well in cool environments and performs well when intercropped with good yield potential; good level of resistance to common disease. 1995.||||PVA 142 X TIB 33341// PVA 1426 X A 197.
Duty (SVC EXP No. 243)|Stokely-Van Camp Co.|Stokely-Van Camp Co.|very early pea bean type; pea bean seed size, productive and very good processed quality.||northwestern US. 1974.|BCMV (1 and NY15) and curly top.|
Ebony|Wilbur-Ellis Co. Seed Division, Spokane, WA.|Wilbur-Ellis Co. Seed Division, Spokane, WA.|Black bean, bush type plant, moderate maturity.|||BCMV (1 and NY15 strains) and curly top virus. 1981.|Cal Proof #38/Red Mexican UI 35.
Emerson|Nebraska Agric. Expt. Serv., Lincoln.||large bright white seed coat.||Nebraska, Kansas, and Wyoming. Nebraska Agric. Expt. Serv. Bul. 576, 1971.|orange, yellow, and purple strains of bacterial wilt and common blight.|PI 165078 x GN 1140.
Enola|L.M. Proctor, 269 State Hwy. 348, Delta, Colorado.||yellow seed bean; maturity in 100 to 105 days. 1999.||||bulk of yellow seeded single plant selections made in a heterogeneous population obtained in Mexico.
Etna (XPB 213)|Asgrow.|Asgrow.|Cranberry bean, type I bush, early maturing.|Taylors Horticultural. PVP. 1987.||BCMV (I gene).|Taylors Hort/Mosaic resistant Cranberry breeding line.
Fargo (ROG136)|Rogers Seed Co., Nampa, Idaho.|Rogers Seed Co., Nampa, Idaho.|Pinto bean seed, semi-upright type IIIb, moderately early maturity, broad adaptation.|||BCMV; moderately tolerant to root rot. 1995.|
Fiesta|Idaho Seed Bean, Twin Falls, Idaho.|Idaho Seed Bean, Twin Falls, Idaho.|Pinto, early, upright indeterminate plant habit.|||BCMV type 1 and NY strains. 1981.|UI-111//UI-111/Great Northern unknown cultivar.
