Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
SXT 6624|Sunseeds.|Sunseeds.|F1 hybrid, fresh market, medium-large determinate, large uniform ripening fruit.||California. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
SXT 7705|Sunseeds.|Sunseeds.|F1 hybrid, fresh market, vigorous indeterminate, saladette type, crack tolerant.||Baja and parts of Sonora, Mexico. 1999.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tomato mosaic virus, bacterial speck.|
Tamiami|Petoseed.|Petoseed.|open pollinated, determinate plant, large globe-shaped fruit, green shoulder.|Walter.|wide. 1977.|verticillium, fusarium (races 1 and 2) stemphyllium.|
Tango (NVH4467)|Northrup King.|Northrup King.|large, deep globe, uniform green shoulders, jointed pedicels, fruit have been smooth with good blossom ends, excellent interior qualities, good red color.|Celebrity, Sunny, Bingo, Blazer. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, tobacco mosaic virus, alternaria stem canker, gray leaf spot.|
Tara (XP671)|Tara Jacoby.|Seminis-Asgrow.|Saladette, jointed, uniform growth, later than Hybrid 882.|Hybrid 882.|Central America and Caribbean. 2000|N, BSK, FW 1&2, ToMV, V.|F1 hybrid.
Taylor (ARCO 574)|Arco Seed Co.|Arco Seed Co.|F1 hybrid, mid-season; deep oblate fruit with green shoulders; normal joint; very tight blossom scars.|Celebrity.|Florida and southern California's coast. 1985.|verticillium, fusarium (races 1 and 2), stemphyllium, nematodes.|Florida 1 A is female parent.
Tayrona (57528)|John Bill.|Seminis-Petoseed.|Determinate saladette, jointed, uniform green, square, 90-120 grams, early maturity.|Chiro.|Indonesia. 2000.|ASC, FW 1&2, St, V.|F1 hybrid.
TCHE (57568)|John Bill.|Seminis-Petoseed.|Vigorous determinate plant, large square fruit, very productive.|Rio Grande.|South America. 2000.|ASC, BSK, FW, ST, V.|F1 hybrid.
Tecumseh|Purdue Univ. Agr. Expt. Sta., Lafayette, Ind.|Purdue Univ. Agr. Expt. Sta., Lafayette, Ind.|slightly later than Urbana.|Urbana.|Indiana and surrounding states. Purdue Univ. Agr. Expt. Sta. Res. Bul. 684. 1959.|Fusarium oxysporum f. sp. lycopersici.|[(Walter's A St W 86-3-1-1-1-2-1-1-2 Bk Bk) x Urbana], backcrossed t Urbana five times.
Tempo (XP2032 A)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, local market and shipping; primarily for mature green and pink production; suitable either for stake or ground culture.|Floradade.|wide. 1978.|fusarium race 1 and 2, grey leaf spot, and alternaria.|
Temprano (XPH 5922)|Asgrow.|Asgrow.|very early square-round type for whole peel-dice.|Heinz 8773. 1992.||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker.|
Tendear (Tender Skin|Dearborn Bros., Palmer, Alaska.|Dearborn Bros., Palmer, Alaska.|fruit uniform color, excellent quality, tender skin; plants indeterminate, internodes short making for many trusses of fruit under greenhouse conditions.|Burpee's Table Talk.|unknown, greenhouse grown. 1955.||unknown.
Tenna (XP 4054)|Asgrow.|Asgrow.|UC 82 plant type, 120-150 g fruit size, very firm, full season, hand harvest or machine.|UC 82. 1987.||verticillium wilt race 1, fusarium wilt race 1.|
Texto 2 (STEP 193)|Texas Agr. Expt. Sta., Plant Disease Laboratory, Yoakum, Texas.|Texas Agr. Expt. Sta., Plant Disease Laboratory, Yoakum, Texas.|midseason cultivar with moderately heavy foliage and semi-determinate growth; fruit smooth, medium large, oblate, good for green wrap trade.|Homestead.|south-central Texas and possibly other southern states.|fusarium wilt, collar rot phase of A. solani; partial resistance to blossom end rot and stem cracking.|Rutgers x ((Victor x Dobbies Champion) x Pan American) x Rutgers).
Texto No.1|Texas Agr. Expt. Sta., College Station.|Gleccklers Seedsmen, Metamora, Ohio.|early maturity; more productive and fruit somewhat larger than Rutgers; more tolerant to temperature extremes than Rutgers.|Rutgers.|southern Texas. Texas Agr. Expt. Sta. Bul. L-246. 1955.||Bounty x Rutgers.
The Beef (Castlehy 1069)|Henry Field Seed and Nursery Co.|Henry Field Seed and Nursery Co.|F1 hybrid, a medium-early extra-large, beefsteak-type fruit with smooth, firm, uniform ripening fruit.|Beefsteak.||verticillium and fusarium.|
Tierra (HMX 6841)|Harris Moran.|Harris Moran.|bears firm, round fruit 110-118 day maturity from planting, fruit quality is excellent for processing; firm rounds are used for paste, whole processing, and diced products.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
Tiny Tim|Dept. of Hort., Univ. of New Hampshire, Durham.|Hepler Seed Co.|determinate dwarf plant with small red fruit; tree-like plant; will mature in 3-inch pot.||regionally to the north as a houseplant. N.H. Agr. Expt. Sta. Bul. 380:6, 1950. 1945.||Window Box x Red Currant.
Tip Top Trellis (CR8)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, trellis type; fruits medium red, hard, flattened, prolific, late and uniform ripening; vines indeterminate.|Trellis 22.|northeastern trellis area. 1963.|fruit cracking.|
Tivoli (XP616)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, medium-late mechanical harvest canner with excellent fruit color.|UC82. 1984.||none claimed.|
Tom Tom|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, fruit red, very large, flattened globe shape, uniform ripening; indeterminate vine, late.|Big Boy.|northeastern United States. 1964.|verticillium and fusarium wilts.|
Tomboy|Missouri Agr. Expt. Sta., Columbia.|Vaughn Seed Co., Chicago.|early, large fruit, pink, free setting and productive; home garden type.|Winsall.|eastern United States. Mo. Arg. Expt. Sta. Bul. 734. 1960.|fusarium wilt.|Earliana, Lycopersicon pimpinellifolium, Break-O-Day, Bison, Early Stone, Winsall.
Toro (FMX 1072)|Harris Moran.|Harris Moran.|F1 hybrid, fresh market, determinate saladette type, firm, heat tolerant.||Mexico, United States. 1997.||
Toyboy (PSX 212)|Petoseed.|Petoseed.|F1 hybrid, short, compact determinate vine suited for culture in pots, baskets, window boxes, patios; very early medium small red deep round green-shoulder fruit.||for pot growing. 1977.|fusarium (race 1).|
Trellis 22|Univ. of Massachusetts, Waltham Field Sta., Waltham.|Boston Market Gardeners Assn.|firm fruit, high yields, good color, grows well on trellis.|Comet.|regionally to New England and east coast. Mass. Ann. Rpt. 1936.||Waltham Forcing x Lloyd Forcing.
Trent (ST-5)|Smithfield Expt. Farm, Trenton, Ont., Canada.|J. Cleminson, Wellington, Ont., Canada.|firm fruited, tolerant to dry conditions.|Rideau.|eastern Ontario. 1967.||[(Red Top x Ferguson) x Rideau].
Tres Rios (XPH 5376)|Asgrow.|Asgrow.|large, smooth fruit in second and third harvests.|Humaya, Pacific. 1990.||tobacco mosaic virus, fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot, alternaria stem canker.|
Trimson (ST-12)|Smithfield Expt. Farm, Trenton, Ont., Canada.|R. White, Wellington, Ont.|high crimson color, high yield.|Rideau and Trent.|northeast United States and Canada. 1971.||[(Blitz x High Crimson) x High Crimson) x Trent)].
Trinity Pride (PS 842 194)|Petoseed.|Petoseed.|F1 hybrid, indeterminate saladette, midseason maturity.||Caribbean.|verticillium wilt race 1, fusarium wilt races 1 and 2, tomato mosaic virus, bacterial wilt.|
Triumph (Expt. 9976)|Keystone Seed Co.|Keystone Seed Co.|open pollinated, midseason, large fruited, square round cultivar, good holding ability, jointless, uniform ripening, large vine.||California.|verticillium and fusarium (race 1 and 2).|
Trojan (XPH 5810)|Asgrow.|Asgrow.|a whole peel processing pear type, excellent color.|Roma. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, nematodes.|
Tropic (216)|Florida Agr. Expt. Sta., Bradenton.||trellis type, vigorous vine, fruit large, attractive, and deep in polar dimension.|Manalucie and Manapal.|southeastern United States. Univ. of Florida Agr. Expt. Sta. Circ. S-198, 1969.|race 1 fusarium and verticillium wilts, gray leaf spot and graywall.|479-6-1 CASTME x 18-D2-D4-8-1.
Tuckcross 756P|University of Missouri, Columbia.|University of Missouri, Columbia.|three way hybrid fresh market type, early season, indeterminate with sparse open plant habit.||greenhouses in northern United States, Canada. HortScience 16:230-231. 1981.|fusarium wilt race 1, Cladosporium leaf mold race 3; tolerance to cracking.|(Ohio WR25 x Missouri 765) x Purdue 110.
Tuckcross K (Hybrid 436)|Univ. of Missouri, Columbia.|Standard Seed Co.|F1 hybrid, greenhouse forcing; fruit red, medium to large, high percentage marketable; sets five to six fruit per cluster; tolerates adverse conditions.|Truckcross M.|midwestern and southern United States. Amer. Veg. Grower, Dec. 1963.|fusarium wilt, Cladosporium fulvum (race 1) and root-knot nematodes.|Tucker's Forcing x Kalohi.
Tuckcross M|Univ. of Missouri, Columbia.||F1 hybrid, earlier maturity and more productive than M.S.F., lighter foliage, better setting ability.||northern United States. Proc. Amer. Soc. Hort. Sci. 75:570-573. 1959.|fusarium wilt and Cladosporium fulvum (race 1).|Tucker's Forcing x Michigan State Forcing.
Tuckcross O|Univ. of Missouri, Columbia.||F1 hybrid, early, productive; fruit medium to large, scarlet, tight calyx.||United States and Canada. Proc. Amer. Soc. Hort. Sci. 75:570-573. 1959.|fusarium wilt, Cladosporium fulvum (race 1).|Tucker's Forcing x Ohio WR Globe.
Tuckcross V|Univ. of Missouri, Columbia.||F1 hybrid, early maturity; fruit medium to large, red, high percentage marketable; foliage sparse.||midwestern United States. Proc. Amer. Soc. Hort. Sci. 75:570-573. 1959.|fusarium wilt, Cladosporium fulvum (race 1).|Tucker Forcing x Valiant.
Tuckcross W|Univ. of Missouri, Columbia.||F1 hybrid, larger fruit size than Waltham Moldproof Forcing.||northeastern United States and Canada. Proc. Amer. Soc. Hort. Sci. 75:570-573.|fusarium wilt and several races of Cladosporium.|Tucker's Forcing x Waltham Moldproof Forcing.
Tuckers Forcing|Missouri Agr. Expt. Sta. Columbia.||large fruit size.|Bay State.|greenhouse forcing only. Mo. Res. Bul. 597. 1955.|race 1 fusarium wilt and Cladosporium leaf mold.|involves Earliana, L. pimpinellifolium no. 160, Break-O-Day, Ponderosa, Gr. Baltimore, Ind. Baltimore, Long Calyx, and Bay State.
Tuppecanoe|Dept. of Hort., Purdue Univ., West Lafayette, Ind.|Agr. Alumni Seed Assn.|fruit larger than other greenhouse cultivars, red, deep-flattened globe, heavy foliage.|Spartan Hybrid.|greenhouse forcing.|fusarium wilt, race I.|II-28-1, Tucker Univ. of Missouri, had Acc. 160 in its parentage).
Turrialba|Inter-American Inst. of Agr. Sci., Turrialba, Costa Rica.||productive under moist, humid, tropical conditions where other commercial cultivars yield poorly.||regionally to the tropics. La Hacienda, New York. May 1946. Turrialba 1 (1):7-11. 1950.|tolerant to P. infestans.|Lycopersicon esculentum var. cerasiforme x Cuban Marglobe.
Turrialba No.2|in the Inter-American Inst. of Agr. Sci., Turrialba, Coast Rica.||larger fruit than Turrialba.||||selection from Turrialba for larger fruit size.
Tygress (XP 1432427)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|fresh market type; vigorous, determinate plant, superior yield and quality for main season planting; smooth uniform green fruit with deep oblate shape; quality similar to Florida 47; superior yield and quality in early plantings with virus protection.|Florida 47.|Florida. 2003.|Alternaria stem canker, Verticillium wilt race 1; Fusarium race 1, 2; Stemphylium solani / gray leaf spot; tomato mosaic virus, tomato yellow leaf curl virus.|F1 hybrid.
Uniset (Okla. 20-D)|Oklahoma State Univ., Stillwater.|Oklahoma Foundation Seed Stocks.|plant typical dwarf (di allele); fruit globular with uniform color (u); sets abundantly in adapted region.||southwestern intermountain and north to Iowa. Mimeo of Hort. Dept., OSU. 1965.||(Hawaii 3380 x VBL 1-2-3) s dwarf line (USDA).
Ural (XPH 4029)|Asgrow Italia.|Asgrow Italia.|F1 hybrid, pear shape; vine requires little training.|Hypeel 244.|Italy. 1986.||
Urbana|Univ. of Illinois, Urbana.|Corneli Seed Co.|medium early, red; oblate fruit, determinate vine, sets heavily.||regionally to the south and extreme north; honorable mention in the All American Trials. Corneli Catalog. 1952.|fusarium wilt.|series of crosses involving five cultivars.
V 121|Hort. Expt. Sta., Vineland Station, Ont., Canada.|Lowden.||Potentate.|greenhouse forcing. Rpt. HES 1945-1946.|races 1, 2, 3, 4, 5, and 8 of Cladosporium fulvum.|Potentate x L. pimpinellifolium.
V 548|Ontario Agr. Expt. Sta., Vineland, Ont., Canada.|Ontario Agr. Expt. Sta., Vineland, Ont., Canada.|immune to all known races of Cladosporium fulvum.||greenhouse production. New Zealand Comm. Grower 14:4-6, 7; Rpt. Hort. Expt. Sta. 1857-1958: 52-55.|leaf mod, blotchy ripening.|L. hirsutum, John Baer, Vetomold, V121, Sterling Castle.
V Marzano M-3|Ferry-Morse Seed Co., Mountain View, Calif.|Ferry-Morse Seed Co., Mountain View, Calif.|paste type, indeterminate.|San Marzano.|general. F.M. list. 1961.|verticillium.|selection from segregating material released by California Agr. Expt. Sta.
V Marzano P-4|Ferry-Morse Seed Co., Mountain View, Calif.|Ferry-Morse Seed Co., Mountain View, Calif.|bush, paste type.|San Marzano.|general. F.M list. 1961.|verticillium.|selection from segregating material released by California Agr. Expt. Sta.
Vagabond (V-508)|Hort. Expt. Sta., Vineland Sta., Ont., Canada.|Stokes Seeds, Ed. Lowden.||Vetomold.|regionally to British Columbia, Ontario, Nova Scotia, Holland. Press Release May 12 1954. 1954.|races of 1 to 9 inclusive of Cladosporium fulvum.|F12 (F8 (Vetomold x V-121) x F2 of BC2 (Vetomold x L hirsutum)); a greenhouse cultivar.
Valiant|Francis C. Stokes Co., Vincetown, N.J.|Francis C. Stokes Co., Vincetown, N.J.|5 days earlier than Stokesdale with smaller vine and larger fruit.|Stokesdale.|northern tier states and Canada. Stokes Cat. 1937.||selection from Stokesdale.
Valley Pride (GS 133)|Goldsmith Seeds.|Goldsmith Seeds.|F1 hybrid, compact plant with concentrated set for machine harvest large; smooth green-shouldered fruit.|Jack Pot.|western United States. 1976.|verticillium and fusarium wilts and nematodes.|Univ. of California inbred x private inbred.
Valnorth|Cornell Univ. Ithaca, N.Y.||higher early yield, slightly, smaller fruit than Valiant.|Valiant.|has not been extensively tested outside New York for regional adaptation. Farm Res. 20 (1). 1954.||Farthest North x Valiant4.
Valor (Expt. 0147)|Keystone Seed Co.|Keystone Seed Co.|open pollinated, mechanical harvest cultivar uniform ripening, round, medium-early maturity; fairly firm and productive and slightly earlier than VF315.|VF315.|California. 1978.|none claimed.|
Vantage (V595)|Ontario Agr. Expt. Sta., Vineland, Canada.|Stoke's Seeds, St. Catharines, Ont., Canada.|uniform ripening and cracking.|Vinequeen.|greenhouse production. Rpt. Ontario Hort. Ext. Sta. 1962:73-75. 1963.||complex-Tuckqueen x line derived from L. pimpinellifolium and L. peruvianum derivatives.
Vaughan's Early Hybrid|Vaughan's Seed Co., Downers Grove, Ill.|Vaughan's Seed Co., Downers Grove, Ill.|F1 hybrid, vines vigorous and spreading, foliage cover medium; fruit 5 to 6 full-sized per hand, 6 to 7 ounces each.|Bonny Best. 1952.|||
Vaughan's Hybrid|Vaughan's Seed Co., Downers Grove, Ill.|Vaughan's Seed Co., Downers Grove, Ill.|F1 hybrid, very productive, vines vigorous, spreading, foliage cover heavy; fruit 5 full-sized per hand, 7 to 10 ounces each.|Rutgers. 1952.|||
Veebrite (V 686E)|Hort. Res. Inst. of Ontario, Vineland Station, Ont., Canada.|Stokes Seeds.|determinate, early, open foliage type, with good crack resistance, cold germinability and cold setting ability; large firm, smooth fruit, uniform color, slightly heart shaped for fresh market, whole pack, and strained products.|Heinz 1350.|northern production areas. 1972.|verticillium and fusarium wilts.|[(C1402 x Coldset) x (Coldset x Heinz 1350)1.
