Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Manahill|Gulf Coast Expt. Sta., Bradenton, Florida.|Gulf Coast Expt. Sta., Bradenton, Florida.||Grothen's Globe. Proc. Amer. Soc. Hort. Sci. 1949.||gray leaf spot, fusarium wilt, and Alternaria diseases.|W41-3-2 x CR1.
Manalee (VCL 11-Step 225)|Gulf Coast Expt. Sta., University of Florida, Bradenton.||earliness, open vine, large stem and leaves. Deep globe, red fruit.|Grothen's Globe.|regionally to the Florida Gulf Coast and adjacent sand land. Fla. Agric. Expt. Sta. Circ. S-72. 1954.|fusarium wilt, gray leaf spot, early blight, and Cladosporium leafmold.|complex, by line breeding.
Manasota|Florida Agric. Expt. Sta., Gainesville.|Florida Agric. Expt. Sta., Gainesville.|earliness and quality of fruit.|Stokesdale.|limited. 1949.|fusarium wilt race 1.|wilt resist selection of W41 x Valiant.
Mandarin Joy (25140)|Petoseed.|Petoseed.|F1 hybrid, large plant, 105 g blocky fruit.||home gardens United States. 1998.|verticillium wilt race 1, fusarium wilt race 1, gray leaf spot, alternaria stem canker, nematodes.|
Manhattan (VCLW)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, fruit red, medium large, flattened globe, green shoulder, early, tolerant to cracking; plant indeterminate.|Moreton Hybrid.|northeastern United States. 1963.||
Manitoba|Expt. Farm, Morden, Manitoba, Canada.|Expt. Farm, Morden, Manitoba, Canada.|early maturing, medium large, smooth fruit.|Bounty.|southern Canadian prairies. 1956.||(Marglobe x Bounty) x Redskin.
Maranda (XPH 5133)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, Marmande fruit shape.|Marmande RAF.|Spain and Italy. PVP. 1985.||
Margarith (STM 5810)|Sakata.|Sakata.|F1 hybrid, fresh market, large roma type. 1998.||||
Mariaitalia (159278)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|fresh market indeterminate tomato with large fruit size (180-250 grams, unfirom color for greenhuse crops, very early maturity, short internodes, firm fruit.|Noa.|South America. 2003.|Fusarium wilt races 0, 1, 2, root knot nematode, tomato mosaic, Verticillium wilt race 1.|F1 hybrid.
Marina (STM 4808)|Sakata Seed America.|Sakata Seed America.|F1 hybrid, fresh market, roma.||California, Florida, Mexico. 1996.|verticillium wilt race 1, fusarium wilt race 1 and 2, nematodes, alternaria stem canker, gray leaf spot, bacterial speck race 0.|
Marion|South Carolina Agric. Expt. Sta., Charleston.|South Carolina Agric. Expt. Sta., Charleston.|1 week earlier and larger fruit than Rutgers.|Rutgers.|southeastern United States. 1960.|fusarium wilt and gray leaf spot.|(Pan American x L. pimpinellifolium ) x (Pan America x Homestead).
Marmande (XP4024)|Asgrow.|Asgrow.|uniform selection of large fruit, green shoulders for protected culture.|Marmande RAF. 1987.|||
Maui|Veg. Crops Dept., University of Hawaii, Honolulu.||medium early, determinate, sprawling, open, vigor medium to good; immature fruit uniform very light green; mature fruit scarlet, medium-large globe.||regionally to Hawaii, moderate elevations and seasons. Hawaii Agric. Expt. Sta. Bul. 103 April 1950. 1950.|fusarium wilt, gray leaf spot, Hawaiian spotted wilt.|complicated crosses of L. peruvianum, L pimpinellifolium, and seven cultivars and lines of L. esculentum.
Maxim PS (PSX 27281)|Petoseed.|Petoseed.|deep globe for stake and bush culture, early, jointed pedicel, medium size determinate plants.|||fusarium wilt races 1 and 2, verticillium wilt race 1, alternaria stem canker, gray leaf spot; tolerance to some strains of southern bacterial wilt. 1985.|
Maya (PS SM10)|Petoseed.|Petoseed.|square type for fresh market saladette type, firm fruit, good shelf life.|Peto 81. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, bacterial speck.|
Mechanical Harvester 1205VF (E1205)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, some salt tolerance, high yield, mechanical harvest type, uniform ripening.|VF 145-21-4.|California. 1977.|verticillium and fusarium wilts.|
Mecheast 22 (Mech 1054)|Petoseed Co.|Petoseed Co.|compact, determinate, long fruit for mechanical harvest.||southern and eastern United States. New Seeds for the World. 1968.|verticillium wilt and fusarium wilt race 1.|
Medford (OSU 395)|Oregon State University, Corvallis.||determinate vine, good fruit cover; early to medium early, fruit medium to large, uniform color gene, maintains good size, solid, good flavor and internal color.||southern Oregon.||Campbell Soup 10 x Pennheart.
Merced (NVH 4461)|Northrup King.|Northrup King.|extremely smooth, large, deep globe shaped fruit, typically has smooth blossom end and shoulders, fruit stems are jointed.|Sunny, Jackpot. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, tobacco mosaic virus, gray leaf spot.|
Meteor|Expt. Sta., Morden, Manitoba, Canada.|T and T Seeds, Winnipeg, Canada.|early ripening, deep smooth fruit, pale green when immature, bright red when ripe.||regionally to southern and central Canadian prairies. Mimeo Can. Dept. Agr. 1952.||(Earlinorth x Bonton) x Bonton.
MHVF 6203 (F6203)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, a distinct cultivar, square round fruit, machine harvestable, good size, and viscosity, high solids; matures slightly earlier than 7879 with excellent concentration.||wide. 1979.|fusarium wilt race 1, verticillium wilt race 1, and alternaria stem canker.|
MHVF 9209 (E9209)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, very firm fruited, square round type; early maturing, stems well, excellent for whole peeling, large fruit with higher solids than UC82.|UC82.|wide. 1980.|fusarium wilt race 1, verticillium wilt race 1, and alternaria stem canker.|
MHVF Hybrid 596 (10C-X596)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, a distinct cultivar, high yielding medium early; fruit are deep globe, good size, firm with thick walls, high color, good solids.||California. 1980.|fusarium wilt race 1, verticillium wilt race 1, and alternaria stem canker.|
MHVF Hybrid 785 (10C-X785)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, a distinct cultivar, large fruit, high solids, round, green shouldered, firm, thick-walled fruit; good color, pH, and viscosity. Matures similar to 7879.||California. 1980.|verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker.|
MHVF Hybrid 789 (FMX 789)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, early processing type for whole peeling, smooth uniform sized fruit with excellent interior color, high yielding, easy stemming.|3202. 1983.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker.|
Micro-Gemma (Fla. 7878)|Univ. of Florida, Bradenton.|Univ. of Florida, Bradenton.|miniature dwarf, determinate, 6 g fruit, uniform green shoulders, early, gold fruit color.|Micro-Gold. 1999.|greenhouse culture in small pots or hanging baskets.|fusarium wilt race 1, gray leaf spot.|Micro-Gold x PI 270248 (Sugar).
Micro-Gold (Fla. 7564)|University of Florida, Bradenton.|University of Florida, Bradenton.|miniature-dwarf, determinate plant habit with small gold colored fruit, shoulders are uniform green in color.||greenhouse culture in pots or hanging baskets. HortScience 30:643-644. 1995.|fusarium wilt race 1, gray leaf spot.|Fla. Petite, Fla. Basket, Ohio 4014-4, Ohio 4013-3 and several breeding lines.
Micro-Tina (Fla. 7876)|Univ. of Florida, Bradenton.|Univ. of Florida, Bradenton.|miniature dwarf, determinate, 6 g fruit, uniform green shoulders, early, sweeter flavor than Micro-Tom.|Micro-Tom. 1999.|greenhouse culture in small pots or hanging baskets.|fusarium wilt race 1, gray leaf spot.|Micro-Tom x PI 270248 (Sugar).
Micro-Tom (Fla. 7191)|University of Florida, Bradenton.|Royal Sluis.|miniature dwarf, determinate plant habit with small 6 g fruit, shoulders are uniform green, early.||greenhouse culture in small pots or hanging baskets. Fla. Agric. Expt. Sta. Circ. S-370. 1989.|fusarium wilt race 1, gray leaf spot.|Florida Basket x Ohio 4013-3.
Milagro (PSM36579)|Petoseed.|Petoseed.|71 day maturity, 6-7 oz or 170-200 g, deep oblate fruit, green shoulder, jointed, medium size determinate plants.|||verticillium wilt race 1, nematodes, gray leaf spot, fusarium wilt races 1 and 2, alternaria stem canker, tobacco mosaic virus. 1986.|
Milano [NVH 4757 (GSV4-2367)]|Northrup, King Co.|Northrup, King Co.|F1 hybrid, early midseason, firm, pear-shaped processing type; jointed and uniform ripening for peeling; good internal color and vine cover.|Castle Star, GS-31, Early Pear 1488.|California. 1985.|verticillium wilt race 1 and fusarium wilt races 1 and 2.|
Mingo (XPH 5979)|Asgrow.|Asgrow.|dual purpose hybrid pear-elongate fruit type. Full season maturity. Large, determinate vine.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, bacterial speck. 1997.|
Mingold|University of Minnesota, St. Paul.|McFaden Seed Co.|smooth, early, yellow fruit.||fairly general. Minn. Hort. 67:65, 1939. 1938.||Bonny Best and a numbered strain.
Mini Red Cherry|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|regular size cherry fruit on small plant. Burgess 1969 catalog. 1968.||||
Mini Red Currant|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|regular currant fruit on small compact plant. Burgess catalog. 1968.||||
Mini Red Pear|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|regular red pear fruit on small compact plant. Burgess catalog 1960. 1968.||||
Mini Red Plum|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|regular red plum fruit on small compact plant. Burgess catalog 1969. 1968.||||
Mini-Rose (Ottawa 85)|Central Expt. Farm, Ottawa, Canada.|W.H. Perron and Co.|early, pink cherry, vigorous determinate.||eastern Canada and United States. Can. J. Plant Sci. 50:358 May 1970.|verticillium wilt race 1 and late blight.|Summerland 58-19 x Ottawa 30.
Mini-Spartan|Michigan Agric. Expt. Sta.|Michigan Agric. Expt. Sta.|a distinct cultivar, open pollinated, jointless, small tomato.|||fusarium wilt race 1 and verticillium wilt race 1. 1980.|Tiny Tim x MSU 68-216.
Miracle Sweet (PS 9101)|Petoseed.|Petoseed.|indeterminate, greenhouse type, small, 100-130 g, oblate, green shoulder.|Moneymaker. 1994.||verticillium wilt race 1, fusarium wilt race 1, nematodes, tobacco mosaic virus.|
Miramar (118253)|John Bill.|Seminis-Petoseed.|indeterminate medium vigorous plant, medium internode, oblate fruit, 150-180 grams, slightly ribbed.|Gloria.|Mexico. 2000.|ASC, FW 1&2, N, ToMV, V.|F1 hybrid.
Missouri (XP 4051)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, large-fruited, jointless pedicel.|Rio Grande.|Italy. PVP. 1986.|verticillium wilt race 1 and fusarium wilt race 1.|
Missouri S-34|University of Missouri, Columbia.|Corneli Seed Co.|fairly large and dense vine, fruit medium large, deep, nearly globular shape, firm, heavy, deep-scarlet color; ripens slowly at shoulder.|Break-O-Day.|Missouri, Tennessee, and Florida. Corneli Catalog 1951.|high to fusarium wilt.|Earliana x Lycopersicon pimpinellifolium no. 160 x Break-O-Day x Bonny Best x Break-O-Day, O, S, S, x Rutgers F10.
Mistic (AVX 8384)|Sunseeds.|Sunseeds.|F1 hybrid, midseason, jointless, fresh-market tomato with large, deep fruit.|Sunny.|Florida and Mexico.|verticillium wilt race 1 and fusarium wilt races 1 and 2.|
MoCross Supreme Hybrid|University of Missouri, Columbia.||F1 hybrid, early red-fruited stake type, very prolific; heavy foliage.|||fusarium wilt. Mo. Veg. News., Oct. 1959. 1961.|12-St-9 x K146.
MoCross Surprise Hybrid|University of Missouri, Columbia.||F1 hybrid, early, prolific, uniform ripening, resistant to radial cracking; heavier foliage than Sioux.||midwestern United States. Mo. Veg. News, Oct. 1959. 1960.|fusarium wilt.|Mozark x Sioux (Early Red).
Mogambo (Sunre 6568)|Sunseeds.|Sunseeds.|medium vine size, extremely high percentage of grade 1, extra large fruit with excellent disease resistance.|Celebrity. 1989.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, gray leaf spot.|
Moira (ST-11)|Smithfield Expt. Farm, Trenton, Ontario, Canada.|Stokes Seeds.|high Crimson color and good cover.|Trent and Crimson.|northeastern United States and Canada. 1972.||[(Blitz x High Crimson) x High Crimson) x Trent)].
Molokai|Veg. Crops Dept., University of Hawaii, Honolulu.||medium early, semi-open, stocky vine, vigor medium; immature fruit uniform very light green; ripe fruit scarlet, medium large, deep.||regionally to Hawaii, moderate elevations and seasons. Hawaii Agric. Expt. Sta. Bul. 103. April, 1950. 1950.|fusarium wilt race 1, gray leaf spot, Hawaiian spotted wilt.|complicated crosses of L. peruvianum, L. pimpinellifolium, and seven cultivars and lines of L. esculentum.
Monaco (FMX 104A)|Ferry-Morse.|Ferry-Morse.|jointless, market hybrid for bush or short stake production, fruit is large, smooth firm, better fruit set and earlier maturity than Keno.|Sweepstakes. 1990.||fusarium wilt races 1 and 2, nematodes, verticillium wilt race 1, gray leaf spot, fair to cracking.|
Monarca (SSC 1454)||Shamrock Seed Co.|high yielding and widely adapted Saladette type; indeterminate plant with vigorous growth and thick, sturdy branches able to withstand pruning to one or two stems; uniform crop of large fruit weighing 3.5-4.5 ounces; oblong shaped fruit with uniform, red coloring; excellent shipping quality and a relatively long shelf life; 80-90 days relative maturity.||tomato growing regions of Mexico. 2004.|Verticilium (race 1), Fusarium (race 1, 2), bacterial speck.|F1 hybrid.
Monarch Hybrid|Agric. Expt. Sta., Morden, Manitoba, Canada.||F1 hybrid, small plants, early ripening, smooth fruited.||southern Canada. Canada Dept. of Agr. Mimeo., 1954. 1953.||Bounty x Early Chatham F-1.
Monica (STM 5810)|Sakata Seed America.|Sakata Seed America.|F1 hybrid, fresh market, roma type, large, firm.||California and Mexico. 1998.||
Monroe|Johnny's Selected Seeds.|Johnny's Selected Seeds.|F1 hybrid, fresh market, early season, good shelf life and color.|||fusarium wilt races 1 and 2, tomato mosaic virus.|
Monte Carlo (6427)|Petoseed Co.|Petoseed Co.|indeterminate, vigorous, large fruit.|Manalucie.|southern and eastern United States. New Seeds for the World. 1970.|verticillium wilt, fusarium wilt, and root-knot nematodes.|
Monte Verde PVP (NC 73388)|North Carolina State Univ., Fletcher.|Similar:|Fresh market, tall determinate, mid-late season, large, deep oblate to flattened globe, green shoulders, small blossom scar, jointless.|Similar. 'Colonial' but smoother blossom scars.|eastern United States. HortScience 34:940. 1999.|fusarium wilt races 1 and 2, verticillium wilt race 1.|F7 from Flora-Dade x Summit.
Montello (XP4005)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, vigorous indeterminate plant for greenhouse culture; blossom end is indented.|San Marzano. 1981.||none claimed.|
Moran 3053 (NCX3053)|Moran Seeds.|Moran Seeds.|open pollinated, a distinct cultivar, processor type. medium size compact plant, firm, globe green shouldered fruit with jointed pedicel; excellent quality.||processing tomato areas. PVP. 1983.|alternaria stem canker, fusarium wilt race 1, and verticillium wilt race 1.|
Moran Perfected|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|plants large, determinate, vigorous and compact; fruit have green shoulders ripening to scarlet; shape slightly flattened, large and pick easily; developed for processing and market.||California and Arizona. Ferry-Morse, 30 Apr. 1964.||
Morden|Experimental Farm, Morden, Manitoba, Canada.|Patmore Nurseries, Brandon, Manitoba, Canada.|orange-yellow ripe fruit.||short season gardens. Canada Dept. Agr. Circ. 1945.||Bestal x Round Smooth.
Morden BB3|Morden Res. Sta., Morden, Manitoba, Canada.|T and T Seeds.|fruit large and early ripening.|Sheyenne.|Plains region. 1955.||Marglobe x Bounty.
Morden Yellow (RO8)|Morden Res. Sta., Morden, Manitoba, Canada.|McKenzie Seed Co.|fruit deep yellow with occasional red suffused blotches at blossom end.|Yellow Bounty.|Plains region. C.D. Agr. Proc. Publ. 1952. 1950.||Bestal x Round Smooth.
Moreton Hybrid|Joseph Harris Co., Rochester, New York.|Joseph Harris Co., Rochester, New York.|F1 hybrid, early, indeterminate plant; heavy yielder of large normal-ripening fruit; high quality.||eastern United States and southern Canada. Harris catalog 1953.||
Mosage|Missouri Agric. Expt. Sta., Columbia.|Missouri Agric. Expt. Sta., Columbia.|large red fruit, indeterminate vine, midseason, productive.|Break-O-Day.|midwestern stake culture. Mo. A.E.S. Bul. 681.|fusarium wilt race 1.|Earliana, Lycopersicon pimpinellifolium, Break-O-Day, Bonny Best, Rutgers.
Moto-Red|Michigan State University, East Lansing.||greenhouse cultivar, vigorous plants, red fruit.|||fusarium wilt race 1, tobacco mosaic virus strain 1. Mich. Agric. Expt. Sta. Quart. Bul. 50. 1969.|Spartan Red x PI 235673.
Mountain Belle (NC 8642D)|North Carolina State University, Fletcher.|Rogers.|F1 hybrid, cherry, determinate, midseason, jointless pedicel, uniform green shoulders.||eastern United States and Canada. HortScience 28:349-350, 1993. 1990.|fusarium wilt race 1, verticillium wilt race 1.|NC 1C x NC 2C.
Mountain Delight (NC 84100)|North Carolina State University, Fletcher.|Petoseed Co.|F1 hybrid, fresh market, large determinate, mid-late season, uniform green, flat-round, medium-large fruit.|Mountain Pride but shorter vine and larger fruit. HortScience 25:989-990, 1990. 1987.||fusarium wilt races 1 and 2, verticillium wilt race 1.|Piedmont x NC 8288.
Mountain Fresh (NC 88289, STEP 724)|North Carolina State University.|Ferry-Morse.|F1 hybrid, fresh market, tall determinate, light green shoulders, smooth blossom scar, large size, flattened globe.||eastern United States. 1992.|fusarium wilt races 1 and 2, verticillium wilt race 1.|NC 84173 x NC 109.
Mountain Fresh Plus (HMX 2807)|Harris Moran Seed Co.|Harris Moran Seed Co.|deteminate type; vigorous plant; extra large round fruit.|Saladette, Roma.|California, eastern U.S. 2003.|Fusarium (race 1, 2), Verticillium wilt (race 1), M.|F1 hybrid.
Mountain Gold|North Carolina State University, Fletcher.|Rogers.|fresh market, tall determinate, uniform green shoulders, medium-large fruit, flattened globe, firm, yellow-orange color.|||fusarium wilt races 1 and 2, verticillium wilt race 1. HortScience 28:348-349, 1993. 1990.|UF-D78044, Piedmont, NC 8288.
Mountain Pride (NC 7984)|North Carolina State University, Fletcher.|North Carolina State University, Fletcher.|F1 hybrid, fresh market, large, determinate, late season, medium-large, flat-round fruit.||southeastern United States. HortScience 17:92-93, 1982. 1981.|fusarium wilt races 1 and 2, verticillium wilt race 1.|Cherokee x NC 50-7.
Mountain Spring (NC 87127, STEP 710)|North Carolina State University, Fletcher.|Rogers.|F1 hybrid, fresh market, determinate, early-midseason, light green shoulders, large, deep oblate, very firm fruit.||eastern United States. HortScience 27:1233-1234, 1992. 1990.|fusarium wilt races 1 and 2, verticillium wilt race 1.|NC 8276 x NC 84173.
Mountain Supreme (NC 87294, STEP 714)|North Carolina State University.|Asgrow.|F1 hybrid, fresh market, tall determinate, late season, medium size, light green shoulders, deep oblate.||eastern United States. 1992.|early blight, Alternaria solani, fusarium wilt races 1 and 2, verticillium wilt race 1.|NC EBR3 x NC EBR4.
Mozark|Missouri Agric. Expt. Sta., Columbia.|Missouri Agric. Expt. Sta., Columbia.|early, concentrated set, uniform ripening, heat tolerant, some resistance to cracking; determinate vine.|Bison.|midwestern United States. Lambeth, V. N., 1958, The Mozark tomato. Res. Bull. Mo. Agric. Ep. Sta, 680:8. 1958.|fusarium wilt race 1.|Earliana, Lycopersicon pimpinellifolium, Break-O-Day, Bison, Greater Baltimore.
Murrieta (NCX 3020)|FMC Corp.|FMC Corp.|open pollinated, small deep globe fruit that peels, harvests and bulk hauls well.|Peelette.|California or dry at harvest. 1977.|verticillium and fusarium wilts.|
Mustang Hybrid|Agric. Expt. Sta., Morden, Manitoba, Canada.|Agric. Expt. Sta., Morden, Manitoba, Canada.|F1 hybrid, early ripening. Deep bodied fruit, pale green when immature, bright red when ripe; somewhat tolerant to Septoria.||Canada prairies, Montana, and North Dakota. Canada Dept. of Agr. Mimeo., 1954. 1952.||Bounty x Redskin F-1.
My Baby|Burpee. 1999.|Burpee. 1999.|||||
Mykonos (PS 151123)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|fresh market type; medium-large determinate plant; large deep oblate fruit; uniform green, very firm; good mature color; ripens well with ethylene.|Acclaim, Shady Lady.|California. 2003.|Stemphylium solani / gray leaf spot; Fusarium wilt race 1, 2; tomato mosaic; tomato yellow leaf curl; Verticillium wilt race 1; Alternaria stem canker.|F1 hybrid.
Mystro (AVX 6002)|Sunseeds.|Sunseeds.|open pollinated, early; blocky fruit for processing; peels well.||wide.|verticillium wilt and fusarium wilt race 1.|
Nahomi (NVH 4475)|Rogers.|Rogers.|bacterial wilt resistant, globe shape, 71 day maturity, determinate, green shouldered.|Capitan. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, bacterial wilt.|
Nautico (FMX 1023)|Court Nichols.|Harris Moran.|F1 hybrid.|||verticillium wilt race 1, fusarium wilt race 1, nematodes, bacterial speck. 1997.|
NCX 315 VF (NCX 315)|Niagara Chemical Div., FMC.|Niagara Chemical Div., FMC.|early, concentrated set for machine harvest, round uniform green fruit; deep red color and very small core.|VF 145-21-4.|western United States. 1969.|verticillium and fusarium wilts.|VF 13L x pear type.
NCX 317 VF (NCX 317)|Niagara Chemical Div., FMC.|Niagara Chemical Div., FMC.|concentrated set for machine harvest, round firm uniform green fruit; deep, red color with small core.|VF 145-21-4.|western United States. 1969.|verticillium and fusarium wilts.|VF 13L x pear type.
Nema 1200|Petoseed.|Petoseed.|108 day maturity direct seeded, processor, firm round peeler, 2.9 oz, apple green shoulder, medium viscosity, 5.1-6.1 percent soluble solids, medium size determinate plants, concentrated set.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, gray leaf spot. 1985.|
Nema 1201|Petoseed.|Petoseed.|74 day maturity transplant, processor, square 1.9 oz or 54 g, uniform green shoulder, medium viscosity, 4.5-5.7 percent soluble solids, medium determinate plants, concentrated sets, jointless.|||verticillium wilt race 1, fusarium wilt races 1 and 2, bacterial speck, gray leaf spot, alternaria stem canker, nematodes. 1985.|
Nema 1400|Petoseed.|Petoseed.|117 day maturity direct seed, processor, round peeler, 3.2 oz, uniform green, medium viscosity, 5.4-6.4 percent soluble solids, medium large determinate plant, concentrated set.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, gray leaf spot. 1985.|
Nema 1401|Petoseed.|Petoseed.|118 direct seed, processor, blocky 3 oz, uniform green, medium high viscosity, 5.3-6.3 percent soluble solids, medium large determinate plants, concentrated set.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, alternaria stem canker. 1985.|
Nemared|Oklahoma Agric. Expt. Sta., Stillwater.|Oklahoma Agric. Expt. Sta., Stillwater.|determinate, uniform ripening, globe fruit; midseason.|Sioux.|Oklahoma and the southwestern United States. 1962.|root-knot nematodes.|Lycopersicon esculentum x L peruvianum with three bc to L. esculentum.
Neptune (Fla. 7421)|University of Florida, Bradenton.|University of Florida, Bradenton.|tolerance to heat, fresh market type, determinate vine, early, medium size, flat-round fruit, medium-firm, light-green shoulders, irregular blossom scars.||Florida. HortScience 30:641-642. 1995.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot; tolerance to bacterial wilt.|Hawaii 7997, Florida 1C, Campbell 28, Cl 11d, and Walter.
New Hampshire Victor|Dept. of Hort., University of New Hampshire, Durham.|Hepler Seed Co.|early determinate plant with good foliage and large red fruit of uniform color.|Victor.|regionally to northern areas. N.H. Agric. Expt. Sta. Bul. 380:6 1950. 1946.||Allred x Marglobe.
New Ida (208-2-88)|University of New Hampshire.|University of New Hampshire.|very early determinate, open, fruit golden (tangerine), elongate, 65-70 g, firm, meaty, small core, no blotch, no blossom scar.|Idagold.|northerly short season areas.|verticillium wilt race 1, fusarium wilt race 1, moderate to cracking.|
New Jersey 300 (161-J and Hybrid A)|Rutgers University, New Brunswick, New Jersey.|Veg. Growers Assn. of New Jersey.|F1 hybrid, determinate growth, early maturity; concentrated yields; ability to set fruit under cold conditions, fruit slightly flattened, 1 to 5 ounces, firm, few cells, uniform ripening gene, resistant to cracking.|Fireball.|mid-Atlantic United States. 1963.||Fireball x Ferguson.
New Yorker (Geneva 799)|New York Agric. Expt. Sta. (Geneva).|Joseph Harris Co.|extremely early, concentrated ripening; fruit red, medium sized, uniform ripening.|Fireball.|northeastern United States. 1966.|verticillium wilt, late blight (race o).|(Geneva 11 x Rhode Island) x Fireball.
Niagara VF 316 (NCX 316)|Niagara Chemical Div., FMC Corp.|Niagara Chemical Div., FMC Corp.|midseason, mechanical harvest type for processing with moderate crack resistance; good yield of fruit with moderately high solids and high consistency.|Mars, but smaller fruit.|Yugoslavia. 1972.|verticillium and fusarium wilt.|
Niagara VF 318 (NCX 318)|Niagara Chemical Div., FMC Corp.|Niagara Chemical Div., FMC Corp.|small crown set, uniform ripening, high yield for machine harvest; processing type.|VF 145-2-4.|California. Niagara Tomato Release 1-1972.|verticillium and fusarium wilts.|selection of VF 145A.
Niihau|Veg. Crops Dept., University of Hawaii, Honolulu.||midseason determinate, sprawling, semi-open, plants with good vigor immature fruit uniform very light green; mature fruit scarlet, flattish globe.||regionally to Hawaii, moderate temperatures; does well in home gardens. Hawaii Agric. Expt. Sta. Bul. 103 April, 1950. 1950.|fusarium wilt, gray leaf spot, Hawaiian spotted wilt.|complicated crosses of L. peruvianum, L. pimpinellifolium, and eight cultivars of L. esculentum.
Nodak|Idaho Agric. Expt. Sta., Moscow.|Idaho Agric. Expt. Sta., Moscow.|short determinate vine, very early season, medium-large fruit, cold tolerance.||home and market gardens in cool growing areas. North Dakota Farm Research 47:14-15. 1989.||P109 x Sub-Arctic Early.
Norcal (UC 204-C)|Petoseed.|Petoseed.|uniform round fruit, medium to firm, good processing quality.|||verticillium wilt race 1, fusarium wilt races 1 and 2. 1990.|
Northern Delight|Idaho Agric. Expt. Sta., Moscow.|Idaho Agric. Expt. Sta., Moscow.|short determinate vine, very early season, small fruit, cold tolerance.||home and market gardens in cool growing areas. North Dakota Farm Research 47:14-15. 1989.||Pixie x Sub-Arctic Early.
Nova|New York Agric. Expt. Sta., Geneva.|Joseph Harris Co.|early, elongated, high solid, crack resistant fruit, concentrated maturity.|Red Top. 1976.||verticillium wilt, fusarium wilt race 1, and alternaria stem canker.|New Yorker x Roma VF.
Oahu|Veg. Crops Dept., University of Hawaii, Honolulu.||early determinate medium open, short compact vine with fair vigor; immature fruit uniform, very light green; mature fruit scarlet, medium large globe.|Bounty.|regionally to Hawaii, warmest elevations and seasons. Hawaii Agric. Expt. Sta. Bul. 103. April, 1950. 1950.|fusarium wilt, gray leaf spot, Hawaiian spotted wilt.|complicated crosses of L. peruvianum, L. pimpinellifolium, and eight cultivars of L. esculentum.
Octavio||Johnny's Selected Seed.|F1 hybrid, fresh market, indeterminate, small fruit, uniform ripening, extended shelf life, cluster type.||||
Odessa (NCX 3021)|FMC Corp.|FMC Corp.|open pollinated, medium deep globe fruit that peels, harvests and bulk hauls well.|Peelette.|California, Russia, and hot dry conditions. 1977.|verticillium and fusarium wilts.|
Ohio 736 (OA1800-3)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-season processing tomato, small-medium prostrate vine, globe shaped 85 g fruit, small stem scar and core, uniform ripening (u) determinate.||midwest and eastern United States and Canada. 1977.|fusarium wilt race 1; tolerance to verticillium wilt races.|[ (Heinz 1630 x VF 145-B-7879)F3 x Campbell 28] x Ohio 2070.
Ohio 832 (O7868)|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early to main season processing tomato, medium upright to semi-prostrate vine, determinate (sp), blocky to plum shaped 95 g fruit, small stem scar and core, uniform ripening (u), crimson (ogc from Purdue 7323).||midwest, eastern United States, and Canada. 1986.|fusarium wilt race 1, verticillium wilt race 1.|Purdue 7323 x [(VF34) x ((UC98 x Campbell 28) x (Ohio 2170 x VF Roma))] F6.
Ohio 2070|Ohio Agricultural Research and Development Center.|Ohio Agricultural Research and Development Center.|early-season processing tomato, small-medium prostrate vine, determinate, round 90 g fruit, large core, medium stem scar, uniform ripening (u).||midwest, eastern United States and Canada. 1973.|fusarium wilt race 1.|Campbell 28 x VF99.
