Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
A and C|Abbott & Cobb.|Hollar.|8' fruit length, 64 day maturity, green, stippling at blossom end, tapers at ends.|Davis Perfect. 1928.|||
A and C 1810 (ACX 1810)|Petoseed.|Abbott & Cobb.|uniform color, uniform size and shape, monoecious hybrid, heavy yield.|Poinsett 76. 1982.||scab, cucumber mosaic virus, powdery mildew, downy mildew, angular leaf spot, anthracnose.|
Abundance|home gardener near Rochester, New York.||fruit smooth, symmetrical, yellow green specks, dark green, 9-10 x 2-2.25' fruit, pickler, inbred.|Davis Perfect. 1916.|||
Adams|T. Lee Adams Co.||fruit dark blue-green to dull green, 9-10 x 2.25-2.5' fruit, pickler, monoecious, inbred.|Longfellow. 1926.|||
Addis (M11)|R.L. Lower, North Carolina State University, Raleigh.|Northrup King and numerous seed companies.|monoecious pickling inbred, dark green color, L/D 3.2, cylindrical fruit, slightly rounded ends, excellent processing quality.|SC 19B.|southeastern United States. 1976.|powdery mildew, downy mildew, anthracnose, angular leaf spot.|SC 19B, Pixie, North Carolina Agric. Expt. Sta. breeding lines.
Aladyn F1|Research Institute of Vegetable Crops, Poland.||fruit attractive, short, green, small seed size, pickler, monoecious hybrid.|||anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Alba 74 (XPH 1274)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, very high yielding, slicer, Beit Alpha type, long smooth fruit.|Damascus. 1981.|||Michigan Agric. Expt. Sta. and Asgrow inbreds.
Albion|H. Munger, Cornell University.||powdery mildew resistance backcrossed into SR 551.|SR 551.|||
Albion 87|H. Munger, Cornell University.||target leaf spot resistance backcrossed into Albion.|SR 551.|||
Alexander (Sun 3504)|Sunseeds.|Sunseeds.|slightly tapered, dark green, white spined, machine or hand harvest, pickler, gynoecious hybrid, 5.37' fruit length, vine determinate.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Alice (Dessert no. 4)|Dessert Seed Co.|Dessert Seed Co.|high yielding, light colored fruit, pickler.|Wisconsin SMR 18.|northern areas. 1968.|scab, cucumber mosaic virus.|Gy 3 x MSU 7.
All Season|||early gynoecious slicer, 49 days to harvest. 1996.||||
Allgreen|Joseph Harris Co.|Joseph Harris Co.|hybrid, white spined, uniform green, non-stippling fruit, gynoecious, slicer.|Meridian.|northern United States. 1971.|scab, cucumber mosaic virus.|
Alpha Green||Nat. Seed Storage Lab.|inbred.||||
Alpha Plus (002515)|D. Croker.|Petoseed.|open field, gynoecious, dark green 1 x 6' fruit, sweet taste, middle eastern slicer.|Babylon, Beit Alpha.||powdery mildew, cucumber mosaic virus, downy mildew.|
Amir|Nunhems.|Nunhems.|gynoecious, parthenocarpic, dark green ribbed cylindrical fruit 16-17 cm long.|||powdery mildew. 1992.|
Amira|Petoseed.|Petoseed.|smooth skin, middle eastern slicer, medium green, gynoecious, 5' fruit length, extremely productive, very good taste, 54 day maturity.|Beit Alpha. 1992.||downy mildew, powdery mildew, cucumber mosaic virus.|
Aodai-Nazare|Asgrow.|Asgrow.|Large vines and fruit, white spined, slicer, monoecious, inbred.||||
Apple Shape Lemon||Nat. Seed Storage Lab.|hermaphroditic, inbred, garden novelty, round yellow fruit with 5 carpels.|Lemon.|||
Arabian (XP 1914)|B. Johnson.|Seminis Vegetable Seeds, Asgrow Brand.|hybrid pickling type; medium dark green color, short vine, LD 3.05 to 3.1, hand or machine harvest.||U.S. 1999.|none claimed.|F1 hybrid.
Aria|||bitterfree, thin skinned, short slicer, 4-6' fruit length, non-robust vines. 1996.||||
Arkansas Little Leaf (H-19)|University of Arkansas.|Petoseed.|monoecious inbred pickler; fruit white spined, medium green color, parthenocarpic, L/D 2.95, littleleaf type, 62 day maturity, vigorous multi-branched vines.||wide. PVP.|anthracnose, angular leaf spot, downy mildew, cucumber mosaic virus.|
Arlington White Spine|W.W. Rawson,|D.M. Ferry and Co.|fruit straight, medium light green, broad tip stripes, 7-7.5 x 2.5-2.75' fruit, slicer, monoecious, inbred. 1886.||||
Armada (PS 20580)|Petoseed.|Petoseed.|pickler, 53-54 day maturity, gynoecious, L/D 3.15, dark green, high yielding processor, white spined, vine vigorous, excellent brining.|||scab, anthracnose, angular leaf spot, downy mildew, powdery mildew. 1985.|
Armour (Ottawa 1)|Canada Department of Agr.|Similar:|good dark color that holds well.|Resistance: scab, cucumber mosaic virus.|areas where scab is prevalent. Canada J. Plant Science, 1965. 1965.|Branch, Ottawa Research Sta., Ottawa.|Highmoor x Niagara.
Armstrong Early Cluster|||early flowering, round fruit, monoecious, inbred.||||
Ashe (N.C. 6)|North Carolina State College, Raleigh.||monoecious slicer inbred.|Ashley. 1959.||scab, downy mildew.|Highmoor, Palmetto, SC 14, Ashley, with five backcrosses to Ashley.
Characteristics: early, medium vine growth, medium size, darker green fruits than other cultivars of the time.|Adaptation: southern United States and possibly other areas. Seedsmans Digest February, 1955. 1956.|Similar.|Breeder: South Carolina Truck Expt. Sta., Charleston.|Resistance: downy mildew.|Marketer cultivar.|Parentage: breeding lines that include Puerto Rico 40 and Marketer.|Name: Ashley
Asian Nectar||W. Atlee Burpee.|slicing type. 1999.||||
Astor (E0205)|L. Gautney.|Ferry-Morse.|fine spined, European, pickler hybrid.|||scab, cucumber mosaic virus. 1983.|
Atlantic (603)|Agway.|Agway.|hybrid, gynoecious, slicer, good holding ability.|Gemini.|northeastern United States. Agway Catalog, 1970. 1970.|scab, cucumber mosaic virus, anthracnose.|Gy 57 seed parent.
Atlantis (HMX 2464)|Harris Moran Seed Co.|Harris Moran Seed Co.|long fruited gynoecious hybrid pickling type, LD 3.2 to 3.4, mid-early maturity, somewhat reduced vine length.|||scab, anthracnose, angular leafspot, powdery mildew, downy mildew.|Harris Moran inbreds.
Aurora (ARCO 699)|A. Gabert.|ARCO.|F1 hybrid, indeterminate vine, uniform fruit shape, white spined, good fruit color, small seed cell, late seed development, L/D 3.0.|Calico.|Texas, Florida, North Carolina, Michigan. 1985.|scab, cucumber mosaic virus, angular leaf spot, powdery mildew, downy mildew, anthracnose.|ARCO seed parent 559 x NCSU pollen parent Clinton.
Babylon (PS 30785)|K. Owens.|Petoseed.|gynoecious hybrid, middle eastern slicer, dark green fruit 6.5 x 1' size, glossy ribbed fruit skin, very early, high yielding.|Beit Alpha.||powdery mildew, downy mildew, cucumber mosaic virus.|
Banquet (XPH 1619)|Asgrow.|Asgrow.|monoecious hybrid, dark green fruit.|Calypso. 1989.||major cuke disease.|
Baron (HMX 6466)|Harris Moran.|Harris Moran.|excellent color, attractive shape, high packout.|Royal.||scab, powdery mildew, cucumber mosaic virus, anthracnose, downy mildew.|
Barteldes|Barteldes.||fruit dark green, dark green, yellow green specks, 10-12 x 2.5-3' fruit, slicer, monoecious hybrid.|Longfellow. 1925.|||
Beauty|Hollar and Co.|Hollar and Co.|F1 hybrid, gynoecious, parthenocarpic, designed for greenhouse use only, 13' fruit length.|Pepinex, Corona, Deleva. 1983.|||
Beit Alpha||Dessert Seed Co.|cylindrical fruit with slight taper, black spines, glossy green skin; middle eastern slicer, 55 day maturity, 6 x 2' fruit.|||cucumber mosaic virus.|
Beit Alpha MR|||cylindrical fruit with slight taper, black spines, glossy green skin; middle eastern slicer, 55 day maturity, 6 x 2' fruit.|Beit Alpha.||cucumber mosaic virus.|
Beit Alpha Smooth MR|ARCO.|ARCO.|black spined, middle eastern slicer, inbred, 6 x 2' fruit, glossy green, tender skin.|Beit Alpha.||cucumber mosaic virus.|
Bella|Nunhems.|Canners.|gynoecious hybrid greenhouse slicer, extra long fruit.|Sandra.||powdery mildew, downy mildew.|
Belle Aire (XP69-18)|Agway.|Agway.|hybrid, white spined, early prolific, gynoecious, slicer, dark skinned fruit.|Poinsett.|northeastern United States. Agway Veg. Seed Catalog, 1972. 1972.|scab, cucumber mosaic virus, anthracnose, alternaria, powdery mildew, downy mildew.|Tablegreen 68 x Poinsett.
Benson (XPH1651)|Asgrow.|Asgrow.|monoecious hybrid, dark green fruit, prolific staminate flower production to aid in pollinating of hybrids.|Magic. 1991.||anthracnose, scab, downy mildew.|
Black Diamond|Hollar.|Hollar.|monoecious, inbred.||||
Blitz (PSX 1479)|Petoseed.|Petoseed.|Semi-dwarf, small seedcell, medium green, white spined, pickler, gynoecious hybrid, L/D 3.0, vine vigorous, 51 day maturity.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1984.|
Bonus (Harrow 78.05)|Agr. Canada.|Similar: Triplemech.|F1 hybrid, white spined, medium green, blunt blossom and stem end, strongly gynoecious, no brining defects.|Resistance: angular leaf spot, cucumber mosaic virus, scab.|wide. 1980.|Branch, Harrow. Ontario.|
Boston Pickling|Wood and Sons.|Wood and Sons.|fruit straight, dark green, tip stripes, 6-7 x 2.25-2.5' fruit, black spined, pickler, monoecious, inbred. 1880.||||
Bounty (XP 1025)|Asgrow Seed Co.|Asgrow Seed Co.|hybrid, high yielding, black spined, pickler, good L/D.|Pioneer.|general. Asgrow Catalog, 1971. 1970.|scab, mosaic, downy mildew.|Gy 3 x Asgrow line.
Bradley (Sun 3539)|Sunseeds.|Sunseeds.|blocky fruit, dark green, white spined, brines well, excellent yields of straight fruit, machine or hand harvest, hybrid pickle, L/D 3.0, determinate.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Bravo (43-52-6)|Petoseed Co.|Petoseed Co.|hybrid, white spined, high yield, good color, pickler.|Model.|southern, western United States. 1968.|tolerance to cucumber mosaic virus, downy mildew.|Gy 3 seed parent.
Brice|Burrell Seed.|Nat. Seed Storage Lab.|monoecious, inbred.||||
Brine Time (FMX 4447)|Dr. L. Gautney.|Ferry-Morse.|white spined, pickler hybrid, medium long vines, good yields, medium fruit color, good fruit length, L/D 3.0-3.2, brines well.|Score. 1987.||scab, anthracnose, cucumber mosaic virus, angular leaf spot.|
Briney (Hybrid Pickle 52)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1, slightly longer than Ferry-Morse Seed Company Hybrid 51, for processing, black spined, mostly gynoecious.|Wisconsin SMR 18.|general. Ferry-Morse Seed Company, 15 April 1963. 1963.|scab, cucumber mosaic virus.|Ferry-Morse Seed Company inbred x Wisconsin SMR 18.
Brooks (DEXP 377)|Dr. A. Gabert.|ARCO.|medium dark green fruit, white spined, L/D 2.8-2.9, small seedcell, firm flesh, 52 day maturity, straight, blocky, machine or hand harvest, pickler.|Calico. 1984.||cucumber mosaic virus, angular leaf spot, powdery mildew, downy mildew, anthracnose, scab.|
Bugre (PS 72595)|Wei Ouyang.|Seminis Vegetable Seeds, Petoseed Brand.|predominantly gynoecious, early Caipiras type, strong vine, good fruit, fruit size 50 x 160 mm.|Safira.|Brazil. 1999.|downy mildew, powdery mildew, angular leafspot, cucumber mosaic virus.|F1 hybrid.
Burpee Hybrid|W. Atlee Burpee Company, Philadelphia.|W. Atlee Burpee Company, Philadelphia.|F1, very vigorous, fruits medium long, cylindrical, rounded both ends.|Cubit.|wide. Burpee catalog, 1945. 1945.|cucumber mosaic virus, downy mildew.|closed.
Burpee Hybrid II|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, earlier and more productive than Burpee Hybrid, slightly longer fruit.|Burpee Hybrid.|wide. 1984.|cucumber mosaic virus, downy mildew.|
Burpee Pickler|W. Atlee Burpee Company, Philadelphia 32 Philadelphia|W. Atlee Burpee Company, Philadelphia 32 Philadelphia|productive, black spined, blocky shape, heavy yield, attractive fruit.|National Pickling.|wide. Burpee catalog, 1957. 1957.|tolerance to cucumber mosaic virus.|F2 of a closed-formula hybrid:
Burpeeana Burpless|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|||||
Burpeeana Hybrid|W. Atlee Burpee Company, Philadelphia 32 Philadelphia|W. Atlee Burpee Company, Philadelphia 32 Philadelphia|F1, early, prolific, long cylindrical fruit, very dark green color, absence of speckling.||wide. Burpee catalog, 1959.||closed.
Burpeeana Hybrid II|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, gynoecious form of Burpeeana, earlier, more productive.|Burpeeana Hybrid.|wide. 1984.||
Burpee's M and M Hybrid|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid slicer, 8' fruit length, vigorous indeterminate vines, early maturity, very dark glossy green fruit, white spined.|Triumph.|wide. 1966.|cucumber mosaic virus, downy mildew.|closed.
Burpee's Sunnybrook|W. Atlee Burpee Company, Philadelphia.|W. Atlee Burpee Company, Philadelphia.|very long, slender, dark green fruit.|Colorado cultivar.|wide. Burpee Catalog, 1936.||
Burpless 33|Hastings Co.|Nat. Seed Storage Lab.|monoecious, inbred.||||
Burpless Bush|Rogers NK.|Rogers NK.|fruit straight, cylindrical, dark green, slicer hybrid, 10-12' fruit length, bush habit, firm, nearly seedless.||||
Burpless Hybrid|Burpee Seed.|Burpee Seed.|F1 hybrid, mild flavor, 62 day maturity, white spined, trellis type, 10' fruit length.||||
Burpless Muncher|Burpee Seed.|Burpee Seed.|mild flavor.||||
Bush Baby|Stokes Seeds.|Stokes Seeds.|18-20' vine length. White spined, pickler, determinate vines.|||downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Bush Champion|Cornell University.|W. Atlee Burpee Co.|open pollinated, short internode plant, 9-11' fruit length, slender, bright green fruit tapered to stem end.|Bush Crop.|wide. 1980.|cucumber mosaic virus.|
Bush Crop|Rogers NK.|Rogers NK.|home garden, fruit slightly tapered, medium green, slicer, monoecious inbred, 7.5' fruit length, 55 day maturity.|||scab.|
Bush Pickle|Goldsmith Seeds.|Goldsmith Seeds.|open pollinated, ideal for space saving garden, fruit straight and cylindrical, produced over a short period of time compared to larger standard vine types, compact bush plant habit.|Tiny Dill.|wide. 1982.||
Caimon (XPH 1703)|Asgrow.|Asgrow.|large robust vine for trellising, slicer type, fruit with L/D 4.3, dark green, blocky ends.|Marketmore 76.||scab, cucumber mosaic virus, powdery mildew, angular leaf spot, moderate to downy mildew.|
Calico (G 48)|R.L. Lower, North Carolina State University, Raleigh.||predominantly gynoecious hybrid, white spined, L/D 2.9, pickler.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, moderate to cucumber mosaic virus. 1978.|Gy 2 x Clinton (M 24).
Calypso (G 18)|R.L. Lower, North Carolina State University, Raleigh.|numerous seed companies.|predominantly gynoecious pickling hybrid, dark green fruit, L/D 3.1, good processing quality.|Carolina.|wide. 1976.|scab, cucumber mosaic virus, downy mildew, powdery mildew, anthracnose, angular leaf spot.|Gy 14A x Addis (M11).
Canasta (XPH 1384)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, European, parthenocarpic, 18' fruit length, 18 ounces, second early maturity, medium green in color, no bitterness or internal hollowness, excellent quality.|Pepinex.|heated or unheated greenhouses. 1982.|downy mildew, powdery mildew, cucumber mosaic virus 1 and 2.|
Capitol|Luther Burbank.||green fruited monoecious slicer.|Iceland, Lemon. 1923.|||
Carnimus|Royal Sluis.|Royal Sluis.|schalgurken type, monoecious, inbred, 14' fruit length.|Riesenschal.|||
Carolina|Clemson Agric. Expt. Sta. and Asgrow Seed Co.|Asgrow Seed Co.|predominantly gynoecious hybrid, white spined, medium green fruit, small seedcell.||general. 1973.|downy mildew, powdery mildew, anthracnose, angular leaf spot, scab, cucumber mosaic virus, watermelon mosaic virus.|Gy 14 x SC 38A. Inbreds have PI 197087, PI 196289, PI 220860, Asgrow line and Wisconsin SMR 18 in pedigree.
Cascade (DEXP 387)|A. Gabert.|ARCO.|white spined pickler, medium dark green fruit, straight, slight taper, L/D 3.0-3.1, good length, good mechanical harvest yield, 51 day maturity.|Calypso. 1984.||cucumber mosaic virus, powdery mildew, downy mildew, angular leaf spot, scab, anthracnose.|
Castlemaster (CHY 2506)|A.L. Castle Seed Co.|A.L. Castle Seed Co.|F1 hybrid, medium early, indeterminate, slicer, uniform color, good yield, highly gynoecious.|Slicemaster.|southern United States, Mexico. 1984.|scab, cucumber mosaic virus, powdery mildew, downy mildew.|
Castlepickle 183|A.L. Castle Seed Co.|A.L. Castle Seed Co.|F1 hybrid, intermediate vine, pickler, L/D 2.8; medium fruit length and color.||western California.|scab, cucumber mosaic virus, verticillium.|
Castlepik (CHY 2012)|A.L. Castle Seed Co.|A.L. Castle Seed Co.|determinate, prolific, white spined, pickler, medium fruit color and length, L/D 2.9.||any pickle producing area. 1984.|scab, cucumber mosaic virus, powdery mildew, downy mildew.|
Castleroyal (CHY 2013)|A.L. Castle Seed Co.|A.L. Castle Seed Co.|F1 hybrid, vigorous vine, pickler, for multiple harvest, good fruit length, L/D 3.0, dark green fruit color, white spined.|Calypso.|eastern United States, Canada. 1985.|scab, cucumber mosaic virus, angular leaf spot, anthracnose, powdery mildew, downy mildew.|
Celebrity|Ferry-Morse.|Ferry-Morse.|predominantly gynoecious hybrid, white spined, middle eastern slicer, 6' fruit length.|Beit Alpha.||cucumber mosaic virus, watermelon mosaic virus.|
Centurion (828)|Northrup King.|Northrup King.|F1 hybrid, gynoecious, white spined, slicer, 54 day maturity, dark green fruit, 7.5-8.5 x 2.5' fruit, straight, cylindrical.|Marketer, Poinsett 76.|wide. 1978.|scab, angular leaf spot, anthracnose, downy mildew, powdery mildew; tolerance to cucumber mosaic virus.|
Cezar F1 (GOF-190)|Research Institute of Vegetable Crops, Poland.||fruit uniform, green, numerous small warts, pickler, monoecious hybrid.|||anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Challenger|Niagara.|Nat. Seed Storage Lab.|slicer, monoecious, inbred.|||downy mildew, cucumber mosaic virus. 1958.|
Challenger Hybrid|Lawrence Robinson and Sons.|Lawrence Robinson and Sons.|slicer, F1 hybrid of Challenger by proprietary inbred.|Marketer.|eastern half of United States. 1958.|cucumber mosaic virus downy mildew.|
Charger (PSX 2573)|Petoseed Co.|Petoseed Co.|F1 hybrid, black spined, gynoecious, pickler, L/D 2.85, medium dark green block fruit, 50 day maturity.|Pioneer.|wide.|scab, cucumber mosaic virus, downy mildew, powdery mildew, angular leaf spot.|
Chemset (TX 79-2)|Texas A & M Univ.||white spined, pickler, gynoecious hybrid, L/D 3.0.|||anthracnose, angular leaf spot.|gynoecious x hermaphroditic hybrid.
Cherokee (SC 59)|Clemson University Truck Expt. Sta., Charleston, South Carolina.||predominantly gynoecious hybrid slicer, early, productive, good color and shape.|Poinsett.|southern United States. 1967.|downy mildew, powdery mildew, anthracnose, angular leaf spot.|Gy 54 x Poinsett.
Cherokee 7 (Hy 5)|Clemson University Agric. Expt. Sta., Charleston, South Carolina.||moderate small vine, dark green fruit, slightly longer than Cherokee.||southern United States (areas with no scab). 1969.|downy mildew, powdery mildew, anthracnose, angular leaf spot.|(SC) Gy 57 x Poinsett.
Chicago Pickling|D. M. Ferry and Co.|Northrup King.|fruit medium green, 5-6 x 2-2.25' size, monoecious, pickling inbred, 58 day maturity, L/D 2.85, black spined, vigorous vines.|||scab, cucumber mosaic virus. 1888.|
China Long|James Vicks Seeds.||fruit straight, medium-dark green with fine yellow speckles, 12-14 x 2.5-2.75' size, monoecious slicer inbred. 1862.||||
Chinese Long -||Similar:|uniform green fruit (original source of trait for most American slicers).|Resistance: cucumber mosaic virus (main source of trait for most American cultivars).||Parentage:|Parentage
Chinese Three Feet|Dupuy and Ferguson.||fruit light green with yellow green speckles and dark green stripes, 18-24 x 1.75-2' size, monoecious trellis type. 1933.||||
Chipper (SC 25)|Clemson University Agric. Expt. Sta., Charleston, SC and Asgrow Seed Co.||slightly blocky, medium dark green fruit, small warts, white spined, thick flesh, small seed cavity, brines well, does not grow well under low temperature.|Pixie.|southern United States. 1968.|downy mildew, powdery mildew, anthracnose, angular leaf spot, cucumber mosaic virus.|complicated Asgrow lines, PI 197087 and PI 196289.
Chipper u|H. Munger, Cornell University.||monoecious inbred, white spined, pickler.||||uniform green fruit trait backcrossed into Chipper.
Clark's Special (Imperator, Lago Nu-green)|Associated Seed Growers (Asgrow).||fruit like Davis Perfect, dark green, 9-10 x 2.5-3' size, monoecious slicer.|Davis. 1932.|||
Clinton (M24, 8AM4)|R.L. Lower, North Carolina State University, Raleigh.||monoecious inbred, blocky fruit, white spined, pickler, L/D 2.8.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1978.|Pixie x NCARS lines x Clemson lines.
Colonial|Joseph Harris Co.|Nat. Seed Storage Lab.|monoecious, inbred.||||
Colorado (A and C)|J.C. Robinson.|Niagara.|fruit straight, dark green, 9-12 x 2-2.25' size, monoecious inbred slicer.|Vaughan. 1934.|||
Colt (XP 1913)|B. Johnson.|Seminis Vegetable Seeds, Asgrow Brand.|pickling type, short vines, good exterior fruit quality, machine or hand harvest, LD 3.05 to 3.1.||U.S. 1999.|scab; moderate to anthracnose, angular leafspot, downy mildew, and powdery mildew.|F1 hybrid.
Comanche|Dessert Seed Co.|Dessert Seed Co.|hybrid, medium length, dark green, blunt end fruit, market type.|Poinsett.|wide. 1967.|scab, cucumber mosaic virus.|Gy 54 x MSU 915.
Comet|H. Munger, Cornell University.||predominantly gynoecious hybrid slicer, white spined, 8' fruit length.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1986.|
Comet 86||Agway.|predominantly gynoecious hybrid slicer, white spined, 8' fruit length.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1986.|
Comet A (XPH 1472)|H. Munger, Cornell University.|Asgrow.|early, high yielding, predominantly gynoecious hybrid slicer, L/D 4.0.|Marketmore 76. 1985.|eastern, midwestern United States; Western Mexico, Texas.|powdery mildew, scab, cucumber mosaic virus.|
Commanche 7 -||Similar:|predominantly gynoecious hybrid, white spined, slicer, 8 x 2.25' fruit, 70 day maturity, dark green, L/D 2.8, vigorous, long harvesting period.|Resistance: scab, cucumber mosaic virus.||Parentage:|Parentage
Commander|Petoseed.||predominantly gynoecious hybrid, white spined, pickler.||||
Common Rough Green Pickling|Mawe and Abercrombie.||fruit dark green, monoecious pickler, 6-7' fruit length. 1778.||||
Compass (C5ND)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, early, good color, pickler, high yield, predominantly gynoecious.|Pickmore.|northeastern United States, mechanical harvest. 1975.|scab, cucumber mosaic virus.|
Conquest (PSX 50183)|Petoseed.|Petoseed.|predominantly gynoecious pickler, vigorous, semi determinate plant, white spined, medium dark green skin color, L/D 3.0, 52 day maturity, hand harvest.||United States, Mexico, Canada. 1990.|scab, angular leaf spot, downy mildew, powdery mildew, anthracnose race 2, cucumber mosaic virus.|
Conquistador (159088)|Petoseed.|Petoseed.|monoecious hybrid slicer, medium-late, vigorous plant, produces consistently high yield, cylindrical, straight, dark green fruit, white spined, high percentage of super-selects.||wide. 1996.|zucchini yellow mosaic virus, papaya ringspot virus, watermelon mosaic virus, cucumber mosaic virus, powdery mildew, angular leaf spot, anthracnose race 2.|
Continental (FMX4934)|Ferry-Morse.|Ferry-Morse.|predominantly gynoecious pickler, fruit very straight, with blocky, blunt ends, good yield uniformity, machine and hand harvest, medium dark green, white spined, L/D 2.8-3.2, 52-54 day maturity, small seedcell, slow seed development.|Discover, Vlaspik, Flurry, Royal.||powdery mildew, downy mildew, scab, anthracnose, cucumber mosaic virus, angular leaf spot.|
Cool and Crisp|Peter Henderson and Co.||7-8 x 2-2.25' fruit size, dark green, white spined, pickler.|Arlington, White Spine. 1893.|||
Coolgreen|Asgrow.|Asgrow.|monoecious, middle eastern slicer, brown spined, inbred, 6' fruit length.|Beit Alpha.|||
Coolgreen MR|Asgrow.|Asgrow.|middle eastern slicer, monoecious, inbred.|Beit Alpha.||cucumber mosaic virus.|
Cortez|Petoseed.|Petoseed.|predominantly gynoecious hybrid, very vigorous, straight very dark green fruit, 61 day maturity.|||powdery mildew, anthracnose, angular leaf spot, cucumber mosaic virus, papaya ringspot virus, watermelon mosaic virus 2, zucchini yellow mosaic virus.|
Country Pick (FMX4937)|Ferry-Morse.|Ferry-Morse.|very dark green fruit color holds well even in warm climates, slightly tapered shape.|Royal, Flurry, Pick Rite.||scab, cucumber mosaic virus, angular leaf spot, powdery mildew, downy mildew, anthracnose.|
County Fair|Wis-USDA.||predominantly gynoecious pickling hybrid, parthenocarpic.|||downy mildew, powdery mildew, scab, cucumber mosaic virus, moderate anthracnose. 1978.|WI 744G x WI 1082H.
County Fair 83|Wis-USDA.||predominantly gynoecious pickling hybrid, vines dark green, vigorous, branching, parthenocarpic, fruit bitterfree, tapered, L/D 3.0-3.2, white spined.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus. 1985.|WI 1701G x WI 1983A.
County Fair 87 (County Fair 86)|Wis-USDA.|Parks, Asgrow, Jung.|highly gynoecious pickling hybrid, vines dark green, vigorous, branching, parthenocarpic, fruit bitterfree, white spined, tapered, L/D 3.0-3.2.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|WI 1701G x WI 1983H.
Cracker Lee||Nat. Seed Storage Lab.|slicer inbred, 56 day maturity, cylindrical, slight taper, 8 x 2.5' fruit, white spined, dark green, good shipping.|||anthracnose, angular leaf spot, downy mildew, powdery mildew.|
Cresta|Royal Sluis.|Royal Sluis.|monoecious hybrid, white spined.||greenhouse.|scab.|
Crispy (Hybrid Pickle 51)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1, gynoecious, black spined.|SMR 15.|general. Ferry-Morse Seed Company Vegetable Catalog, 1964. 1964.|scab, cucumber mosaic virus.|Ferry-Morse Seed Company inbred x SMR 15.
Cross Country (FMX 4318)|L. Gautney.|Ferry-Morse.|predominantly gynoecious pickling hybrid, white spined, good length, L/D 3.0-3.2, very good dark green color, fruit blocky and straight, yields well, brines well, machine and hand harvest, 50-52 day maturity.|Calypso.|wide. 1987.|scab, anthracnose, cucumber mosaic virus, angular leaf spot, powdery mildew, downy mildew.|
Crusader (7M)|Joseph Harris Co.|Joseph Harris Co.|F1, black-spined pickler, gynoecious fruiting habit.|Spartan Dawn.|eastern United States. 1964.|scab, cucumber mosaic virus.|
Crystal Apple|Arthur Yates and Co.|Arthur Yates and Co.|fruit like Lemon yet lighter in color, white spined, slicer, hermaphroditic, inbred, round, 3' diameter, creamy white, 65 day maturity.|Lemon. 1933.|||
Cubit|Associated Seed Growers.|Associated Seed Growers.|long, cylindrical fruit, round at both ends, early.||wide. 1943.||AIC x Straight 8.
Cumberland (New Cumberland)|Chauncey P. Coy and Sons.|Chauncey P. Coy and Sons.|fruit straight, rough, medium green, 7-8 x 2-2.25' fruit, monoecious pickling inbred. 1902.||||
Cyclone (XPH 1685)|Asgrow.|Asgrow.|monoecious slicer hybrid, maintains fruit length under stress conditions, pollenizer for Thunder and Lightning blends.|Monarch. 1993.||angular leaf spot, scab, cucumber mosaic virus, anthracnose.|
Cypress (FX 3909)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid slicer, early, high yield, good color.|Poinsett.|most areas, except where powdery mildew resistance is needed. 1976.|scab, cucumber mosaic virus, downy mildew, anthracnose.|
Damascus|Petoseed Co.||hybrid, white spined, smooth skin, bitterfree, light green, middle eastern type.|Beit Alpha.|general. 1974.|cucumber mosaic virus.|
Danish Common||Nat. Seed Storage Lab.|monoecious inbred.||||
Danish Mustard||Nat. Seed Storage Lab.|monoecious inbred.||||
Danish Pickling|L. Daehnfeldt.||fruit dull dark green, 12-15 x 2.5-3' fruit, monoecious pickling inbred.|Cumberland. 1912.|||
Darina|Royal Sluis.|Royal Sluis.|dark green cylindrical fruit, white spined, 3 days earlier than Bellando; white spined, gynoecious hybrid slicer, 8' fruit length.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
